,time,src,dst,len,role,seq,ack
469,3.037479,192.168.67.64,52.166.239.43,49,1,-1,415 
470,3.039150,52.166.239.43,192.168.67.64,184,0,416,-1
471,3.058744,192.168.67.64,52.166.239.43,49,1,-1,416 
472,3.067282,52.166.239.43,192.168.67.64,232,0,417,-1
473,3.080499,192.168.67.64,52.166.239.43,49,1,-1,417 
474,3.089059,52.166.239.43,192.168.67.64,101,0,418,-1
475,3.101562,192.168.67.64,52.166.239.43,49,1,-1,418 
476,3.109378,52.166.239.43,192.168.67.64,159,0,419,-1
477,3.122897,192.168.67.64,52.166.239.43,49,1,-1,419 
478,3.125457,52.166.239.43,192.168.67.64,130,0,420,-1
479,3.144637,192.168.67.64,52.166.239.43,49,1,-1,420 
480,3.145265,52.166.239.43,192.168.67.64,206,0,421,-1
481,3.155517,192.168.67.64,52.166.239.43,49,1,-1,421 
482,3.170584,52.166.239.43,192.168.67.64,129,0,422,-1
483,3.178950,52.166.239.43,192.168.67.64,205,0,423,-1
484,3.188169,192.168.67.64,52.166.239.43,52,1,-1,422 423 
485,3.194805,52.166.239.43,192.168.67.64,132,0,424,-1
486,3.209786,192.168.67.64,52.166.239.43,49,1,-1,424 
487,3.223850,52.166.239.43,192.168.67.64,241,0,425,-1
488,3.242364,192.168.67.64,52.166.239.43,49,1,-1,425 
489,3.245593,52.166.239.43,192.168.67.64,177,0,426,-1
490,3.263753,192.168.67.64,52.166.239.43,49,1,-1,426 
491,3.271645,52.166.239.43,192.168.67.64,126,0,427,-1
492,3.285507,192.168.67.64,52.166.239.43,49,1,-1,427 
493,3.295120,52.166.239.43,192.168.67.64,185,0,428,-1
494,3.307269,192.168.67.64,52.166.239.43,49,1,-1,428 
495,3.317743,52.166.239.43,192.168.67.64,213,0,429,-1
496,3.329005,192.168.67.64,52.166.239.43,49,1,-1,429 
497,3.340360,52.166.239.43,192.168.67.64,208,0,430,-1
498,3.350782,192.168.67.64,52.166.239.43,49,1,-1,430 
499,3.360831,52.166.239.43,192.168.67.64,135,0,431,-1
500,3.361652,192.168.67.64,52.166.239.43,74,1,28,-1
501,3.372517,192.168.67.64,52.166.239.43,49,1,-1,431 
502,3.383801,52.166.239.43,192.168.67.64,156,0,432,-1
503,3.394271,192.168.67.64,52.166.239.43,49,1,-1,432 
504,3.404979,52.166.239.43,192.168.67.64,210,0,433,-1
505,3.416013,192.168.67.64,52.166.239.43,49,1,-1,433 
506,3.427273,52.166.239.43,192.168.67.64,159,0,434,-1
507,3.437800,192.168.67.64,52.166.239.43,49,1,-1,434 
508,3.449573,52.166.239.43,192.168.67.64,229,0,435,-1
509,3.470402,192.168.67.64,52.166.239.43,49,1,-1,435 
510,3.471633,52.166.239.43,192.168.67.64,131,0,436,-1
511,3.492153,192.168.67.64,52.166.239.43,49,1,-1,436 
512,3.494393,52.166.239.43,192.168.67.64,156,0,437,-1
513,3.513905,192.168.67.64,52.166.239.43,49,1,-1,437 
514,3.515926,52.166.239.43,192.168.67.64,166,0,438,-1
515,3.535643,192.168.67.64,52.166.239.43,49,1,-1,438 
516,3.537746,52.166.239.43,192.168.67.64,132,0,439,-1
517,3.557408,192.168.67.64,52.166.239.43,49,1,-1,439 
518,3.562552,52.166.239.43,192.168.67.64,200,0,440,-1
519,3.568307,192.168.67.64,52.166.239.43,216,1,29,-1
520,3.579151,192.168.67.64,52.166.239.43,49,1,-1,440 
521,3.586031,52.166.239.43,192.168.67.64,149,0,441,-1
522,3.586031,52.166.239.43,192.168.67.64,60,0,-1,28 
523,3.600906,192.168.67.64,52.166.239.43,49,1,-1,441 
524,3.607302,52.166.239.43,192.168.67.64,209,0,442,-1
525,3.622649,192.168.67.64,52.166.239.43,49,1,-1,442 
526,3.630672,52.166.239.43,192.168.67.64,103,0,443,-1
527,3.644402,192.168.67.64,52.166.239.43,49,1,-1,443 
528,3.650993,52.166.239.43,192.168.67.64,230,0,444,-1
529,3.666145,192.168.67.64,52.166.239.43,49,1,-1,444 
530,3.673228,52.166.239.43,192.168.67.64,162,0,445,-1
531,3.687905,192.168.67.64,52.166.239.43,49,1,-1,445 
532,3.701203,52.166.239.43,192.168.67.64,182,0,446,-1
533,3.720536,192.168.67.64,52.166.239.43,49,1,-1,446 
534,3.722904,52.166.239.43,192.168.67.64,103,0,447,-1
535,3.742285,192.168.67.64,52.166.239.43,49,1,-1,447 
536,3.750417,52.166.239.43,192.168.67.64,203,0,448,-1
537,3.764031,192.168.67.64,52.166.239.43,49,1,-1,448 
538,3.772089,52.166.239.43,192.168.67.64,101,0,449,-1
539,3.774957,192.168.67.64,52.166.239.43,72,1,30,-1
540,3.785800,192.168.67.64,52.166.239.43,49,1,-1,449 
541,3.793251,52.166.239.43,192.168.67.64,60,0,-1,29 
542,3.793251,52.166.239.43,192.168.67.64,214,0,450,-1
543,3.807570,192.168.67.64,52.166.239.43,49,1,-1,450 
544,3.815232,52.166.239.43,192.168.67.64,101,0,451,-1
545,3.829296,192.168.67.64,52.166.239.43,49,1,-1,451 
546,3.836413,52.166.239.43,192.168.67.64,134,0,452,-1
547,3.851051,192.168.67.64,52.166.239.43,49,1,-1,452 
548,3.856844,52.166.239.43,192.168.67.64,205,0,453,-1
549,3.872792,192.168.67.64,52.166.239.43,49,1,-1,453 
550,3.876795,52.166.239.43,192.168.67.64,135,0,454,-1
551,3.894547,192.168.67.64,52.166.239.43,49,1,-1,454 
552,3.896351,52.166.239.43,192.168.67.64,158,0,455,-1
553,3.915353,52.166.239.43,192.168.67.64,135,0,456,-1
554,3.916302,192.168.67.64,52.166.239.43,52,1,-1,455 456 
555,3.941655,52.166.239.43,192.168.67.64,259,0,457,-1
556,3.959801,192.168.67.64,52.166.239.43,49,1,-1,457 
557,3.964823,52.166.239.43,192.168.67.64,104,0,458,-1
558,3.981552,192.168.67.64,52.166.239.43,49,1,-1,458 
559,3.994167,52.166.239.43,192.168.67.64,186,0,459,-1
560,4.003328,192.168.67.64,52.166.239.43,100,1,31,-1
561,4.014184,192.168.67.64,52.166.239.43,49,1,-1,459 
562,4.017732,52.166.239.43,192.168.67.64,60,0,-1,30 
563,4.017732,52.166.239.43,192.168.67.64,188,0,460,-1
564,4.035931,192.168.67.64,52.166.239.43,49,1,-1,460 
565,4.046813,192.168.67.64,52.166.239.43,125,1,32,-1
566,4.048236,52.166.239.43,192.168.67.64,175,0,461,-1
567,4.068560,192.168.67.64,52.166.239.43,49,1,-1,461 
568,4.075310,52.166.239.43,192.168.67.64,188,0,462,-1
569,4.090297,192.168.67.64,52.166.239.43,49,1,-1,462 
570,4.100968,52.166.239.43,192.168.67.64,131,0,463,-1
571,4.112066,192.168.67.64,52.166.239.43,49,1,-1,463 
572,4.122600,52.166.239.43,192.168.67.64,165,0,464,-1
573,4.133815,192.168.67.64,52.166.239.43,49,1,-1,464 
574,4.143839,52.166.239.43,192.168.67.64,180,0,465,-1
575,4.155560,192.168.67.64,52.166.239.43,49,1,-1,465 
576,4.187840,52.166.239.43,192.168.67.64,132,0,466,-1
577,4.199064,192.168.67.64,52.166.239.43,49,1,-1,466 
578,4.208534,52.166.239.43,192.168.67.64,191,0,467,-1
579,4.220822,192.168.67.64,52.166.239.43,49,1,-1,467 
580,4.230654,52.166.239.43,192.168.67.64,60,0,-1,31 
581,4.230654,52.166.239.43,192.168.67.64,104,0,468,-1
582,4.242566,192.168.67.64,52.166.239.43,49,1,-1,468 
583,4.254974,52.166.239.43,192.168.67.64,205,0,469,-1
584,4.275195,192.168.67.64,52.166.239.43,49,1,-1,469 
585,4.278378,52.166.239.43,192.168.67.64,60,0,-1,32 
586,4.278378,52.166.239.43,192.168.67.64,159,0,470,-1
587,4.296956,192.168.67.64,52.166.239.43,49,1,-1,470 
588,4.301953,52.166.239.43,192.168.67.64,133,0,471,-1
589,4.318688,192.168.67.64,52.166.239.43,49,1,-1,471 
590,4.323907,52.166.239.43,192.168.67.64,135,0,472,-1
591,4.340429,192.168.67.64,52.166.239.43,49,1,-1,472 
592,4.348343,52.166.239.43,192.168.67.64,174,0,473,-1
593,4.362180,192.168.67.64,52.166.239.43,49,1,-1,473 
594,4.369112,52.166.239.43,192.168.67.64,104,0,474,-1
595,4.383950,192.168.67.64,52.166.239.43,49,1,-1,474 
596,4.446046,52.166.239.43,192.168.67.64,246,0,477,-1
597,4.449217,192.168.67.64,52.166.239.43,52,1,-1,-1
598,4.460071,192.168.67.64,52.166.239.43,49,1,-1,477 
599,4.466384,52.166.239.43,192.168.67.64,244,0,478,-1
600,4.481837,192.168.67.64,52.166.239.43,49,1,-1,478 
601,4.487829,52.166.239.43,192.168.67.64,135,0,479,-1
602,4.503577,192.168.67.64,52.166.239.43,49,1,-1,479 
603,4.511311,52.166.239.43,192.168.67.64,163,0,480,-1
604,4.525328,192.168.67.64,52.166.239.43,49,1,-1,480 
605,4.533407,52.166.239.43,192.168.67.64,135,0,481,-1
606,4.547101,192.168.67.64,52.166.239.43,49,1,-1,481 
607,4.555381,52.166.239.43,192.168.67.64,174,0,482,-1
608,4.568859,192.168.67.64,52.166.239.43,49,1,-1,482 
609,4.577527,52.166.239.43,192.168.67.64,1497,0,483,-1
610,4.577655,52.166.239.43,192.168.67.64,1497,0,484,-1
611,4.577783,52.166.239.43,192.168.67.64,1455,0,485,-1
612,4.579734,192.168.67.64,52.166.239.43,52,1,-1,483 485 
613,4.598957,52.166.239.43,192.168.67.64,159,0,486,-1
614,4.612354,192.168.67.64,52.166.239.43,49,1,-1,486 
615,4.650650,52.166.239.43,192.168.67.64,286,0,487,-1
616,4.660757,52.166.239.43,192.168.67.64,158,0,488,-1
617,4.660757,52.166.239.43,192.168.67.64,133,0,489,-1
618,4.666729,192.168.67.64,52.166.239.43,52,1,-1,487 489 
619,4.688274,52.166.239.43,192.168.67.64,157,0,490,-1
620,4.699354,192.168.67.64,52.166.239.43,49,1,-1,490 
621,4.713772,52.166.239.43,192.168.67.64,141,0,491,-1
622,4.731985,192.168.67.64,52.166.239.43,49,1,-1,491 
623,4.736970,52.166.239.43,192.168.67.64,179,0,492,-1
624,4.753740,192.168.67.64,52.166.239.43,49,1,-1,492 
625,4.786304,52.166.239.43,192.168.67.64,161,0,493,-1
626,4.797248,192.168.67.64,52.166.239.43,49,1,-1,493 
627,4.806791,52.166.239.43,192.168.67.64,104,0,494,-1
628,4.818988,192.168.67.64,52.166.239.43,49,1,-1,494 
629,4.833551,52.166.239.43,192.168.67.64,370,0,495,-1
630,4.851631,192.168.67.64,52.166.239.43,49,1,-1,495 
631,4.855216,52.166.239.43,192.168.67.64,150,0,496,-1
632,4.873372,192.168.67.64,52.166.239.43,49,1,-1,496 
633,4.875823,52.166.239.43,192.168.67.64,135,0,497,-1
634,4.895106,192.168.67.64,52.166.239.43,49,1,-1,497 
635,4.896372,52.166.239.43,192.168.67.64,131,0,498,-1
636,4.916878,192.168.67.64,52.166.239.43,49,1,-1,498 
637,4.924632,52.166.239.43,192.168.67.64,133,0,499,-1
638,4.938641,192.168.67.64,52.166.239.43,49,1,-1,499 
639,4.948549,52.166.239.43,192.168.67.64,147,0,500,-1
640,4.960390,192.168.67.64,52.166.239.43,49,1,-1,500 
641,4.960423,192.168.67.64,52.166.239.43,72,1,33,-1
642,4.973714,52.166.239.43,192.168.67.64,161,0,501,-1
643,4.993022,192.168.67.64,52.166.239.43,49,1,-1,501 
644,4.994759,52.166.239.43,192.168.67.64,110,0,502,-1
645,5.003917,192.168.67.64,52.166.239.43,88,1,34,-1
646,5.014774,192.168.67.64,52.166.239.43,49,1,-1,502 
647,5.023652,52.166.239.43,192.168.67.64,135,0,503,-1
648,5.036525,192.168.67.64,52.166.239.43,49,1,-1,503 
649,5.045827,52.166.239.43,192.168.67.64,148,0,504,-1
650,5.058280,192.168.67.64,52.166.239.43,49,1,-1,504 
651,5.070001,52.166.239.43,192.168.67.64,132,0,505,-1
652,5.090901,192.168.67.64,52.166.239.43,49,1,-1,505 
653,5.098656,52.166.239.43,192.168.67.64,131,0,506,-1
654,5.112652,192.168.67.64,52.166.239.43,49,1,-1,506 
655,5.127371,52.166.239.43,192.168.67.64,135,0,507,-1
656,5.145284,192.168.67.64,52.166.239.43,49,1,-1,507 
657,5.149870,52.166.239.43,192.168.67.64,175,0,508,-1
658,5.167028,192.168.67.64,52.166.239.43,49,1,-1,508 
659,5.171556,52.166.239.43,192.168.67.64,103,0,509,-1
660,5.188784,192.168.67.64,52.166.239.43,49,1,-1,509 
661,5.202269,52.166.239.43,192.168.67.64,60,0,-1,33 
662,5.202269,52.166.239.43,192.168.67.64,132,0,510,-1
663,5.221442,192.168.67.64,52.166.239.43,49,1,-1,510 
664,5.223179,52.166.239.43,192.168.67.64,60,0,-1,34 
665,5.223179,52.166.239.43,192.168.67.64,103,0,511,-1
666,5.243168,192.168.67.64,52.166.239.43,49,1,-1,511 
667,5.249936,52.166.239.43,192.168.67.64,155,0,512,-1
668,5.264903,192.168.67.64,52.166.239.43,49,1,-1,512 
669,5.272846,52.166.239.43,192.168.67.64,218,0,513,-1
670,5.286665,192.168.67.64,52.166.239.43,49,1,-1,513 
671,5.303305,52.166.239.43,192.168.67.64,131,0,514,-1
672,5.319284,192.168.67.64,52.166.239.43,49,1,-1,514 
673,5.327232,52.166.239.43,192.168.67.64,164,0,515,-1
674,5.341042,192.168.67.64,52.166.239.43,49,1,-1,515 
675,5.354290,52.166.239.43,192.168.67.64,179,0,516,-1
676,5.373667,192.168.67.64,52.166.239.43,49,1,-1,516 
677,5.382929,52.166.239.43,192.168.67.64,132,0,517,-1
678,5.395426,192.168.67.64,52.166.239.43,49,1,-1,517 
679,5.401792,52.166.239.43,192.168.67.64,101,0,518,-1
680,5.417187,192.168.67.64,52.166.239.43,49,1,-1,518 
681,5.422869,52.166.239.43,192.168.67.64,171,0,519,-1
682,5.438924,192.168.67.64,52.166.239.43,49,1,-1,519 
683,5.445980,52.166.239.43,192.168.67.64,145,0,520,-1
684,5.460673,192.168.67.64,52.166.239.43,49,1,-1,520 
685,5.461955,52.166.239.43,192.168.67.64,104,0,521,-1
686,5.482432,192.168.67.64,52.166.239.43,49,1,-1,521 
687,5.484582,52.166.239.43,192.168.67.64,199,0,522,-1
688,5.504177,192.168.67.64,52.166.239.43,49,1,-1,522 
689,5.514504,52.166.239.43,192.168.67.64,133,0,523,-1
690,5.525925,192.168.67.64,52.166.239.43,49,1,-1,523 
691,5.557605,52.166.239.43,192.168.67.64,208,0,524,-1
692,5.569454,192.168.67.64,52.166.239.43,49,1,-1,524 
693,5.579725,52.166.239.43,192.168.67.64,131,0,525,-1
694,5.591195,192.168.67.64,52.166.239.43,49,1,-1,525 
695,5.601652,52.166.239.43,192.168.67.64,104,0,526,-1
696,5.612940,192.168.67.64,52.166.239.43,49,1,-1,526 
697,5.623487,52.166.239.43,192.168.67.64,132,0,527,-1
698,5.634686,192.168.67.64,52.166.239.43,49,1,-1,527 
699,5.645238,52.166.239.43,192.168.67.64,148,0,528,-1
700,5.656429,192.168.67.64,52.166.239.43,49,1,-1,528 
701,5.665184,52.166.239.43,192.168.67.64,141,0,529,-1
702,5.678180,192.168.67.64,52.166.239.43,49,1,-1,529 
703,5.689047,192.168.67.64,52.166.239.43,58,1,35,-1
704,5.710559,52.166.239.43,192.168.67.64,103,0,530,-1
705,5.721683,192.168.67.64,52.166.239.43,49,1,-1,530 
706,5.731408,52.166.239.43,192.168.67.64,188,0,531,-1
707,5.743451,192.168.67.64,52.166.239.43,49,1,-1,531 
708,5.754762,52.166.239.43,192.168.67.64,126,0,532,-1
709,5.765205,192.168.67.64,52.166.239.43,49,1,-1,532 
710,5.774323,52.166.239.43,192.168.67.64,133,0,533,-1
711,5.786949,192.168.67.64,52.166.239.43,49,1,-1,533 
712,5.797769,52.166.239.43,192.168.67.64,104,0,534,-1
713,5.808590,192.168.67.64,52.166.239.43,49,1,-1,534 
714,5.819498,52.166.239.43,192.168.67.64,133,0,535,-1
715,5.830364,192.168.67.64,52.166.239.43,49,1,-1,535 
716,5.841963,52.166.239.43,192.168.67.64,147,0,536,-1
717,5.852167,192.168.67.64,52.166.239.43,49,1,-1,536 
718,5.863344,52.166.239.43,192.168.67.64,104,0,537,-1
719,5.873897,192.168.67.64,52.166.239.43,49,1,-1,537 
720,5.888350,52.166.239.43,192.168.67.64,133,0,538,-1
721,5.906517,192.168.67.64,52.166.239.43,49,1,-1,538 
722,5.920703,52.166.239.43,192.168.67.64,60,0,-1,35 
723,5.920703,52.166.239.43,192.168.67.64,192,0,539,-1
724,5.939141,192.168.67.64,52.166.239.43,49,1,-1,539 
725,5.950977,52.166.239.43,192.168.67.64,120,0,540,-1
726,5.971769,192.168.67.64,52.166.239.43,49,1,-1,540 
727,5.972996,52.166.239.43,192.168.67.64,136,0,541,-1
728,5.993528,192.168.67.64,52.166.239.43,49,1,-1,541 
729,5.994743,52.166.239.43,192.168.67.64,131,0,542,-1
730,6.015283,192.168.67.64,52.166.239.43,49,1,-1,542 
731,6.044576,52.166.239.43,192.168.67.64,188,0,544,-1
732,6.047921,192.168.67.64,52.166.239.43,49,1,-1,-1
733,6.058768,192.168.67.64,52.166.239.43,49,1,-1,544 
734,6.065459,52.166.239.43,192.168.67.64,120,0,545,-1
735,6.080526,192.168.67.64,52.166.239.43,49,1,-1,545 
736,6.086969,52.166.239.43,192.168.67.64,188,0,546,-1
737,6.102276,192.168.67.64,52.166.239.43,49,1,-1,546 
738,6.108777,52.166.239.43,192.168.67.64,165,0,547,-1
739,6.124039,192.168.67.64,52.166.239.43,49,1,-1,547 
740,6.130835,52.166.239.43,192.168.67.64,103,0,548,-1
741,6.145787,192.168.67.64,52.166.239.43,49,1,-1,548 
742,6.150931,52.166.239.43,192.168.67.64,214,0,549,-1
743,6.167526,192.168.67.64,52.166.239.43,49,1,-1,549 
744,6.174296,52.166.239.43,192.168.67.64,185,0,550,-1
745,6.189284,192.168.67.64,52.166.239.43,49,1,-1,550 
746,6.199325,52.166.239.43,192.168.67.64,158,0,551,-1
747,6.211034,192.168.67.64,52.166.239.43,49,1,-1,551 
748,6.221750,52.166.239.43,192.168.67.64,136,0,552,-1
749,6.232794,192.168.67.64,52.166.239.43,49,1,-1,552 
750,6.246325,52.166.239.43,192.168.67.64,182,0,553,-1
751,6.257174,52.166.239.43,192.168.67.64,134,0,554,-1
752,6.265444,192.168.67.64,52.166.239.43,52,1,-1,553 554 
753,6.266003,52.166.239.43,192.168.67.64,165,0,555,-1
754,6.276320,192.168.67.64,52.166.239.43,49,1,-1,555 
755,6.284988,52.166.239.43,192.168.67.64,134,0,556,-1
756,6.287162,192.168.67.64,52.166.239.43,96,1,36,-1
757,6.298034,192.168.67.64,52.166.239.43,49,1,-1,556 
758,6.308330,52.166.239.43,192.168.67.64,104,0,557,-1
759,6.319787,192.168.67.64,52.166.239.43,49,1,-1,557 
760,6.330460,52.166.239.43,192.168.67.64,275,0,558,-1
761,6.330671,192.168.67.64,52.166.239.43,97,1,37,-1
762,6.341541,192.168.67.64,52.166.239.43,49,1,-1,558 
763,6.352040,52.166.239.43,192.168.67.64,150,0,559,-1
764,6.363292,192.168.67.64,52.166.239.43,49,1,-1,559 
765,6.373913,52.166.239.43,192.168.67.64,103,0,560,-1
766,6.385060,192.168.67.64,52.166.239.43,49,1,-1,560 
767,6.385100,192.168.67.64,52.166.239.43,96,1,38,-1
768,6.396402,52.166.239.43,192.168.67.64,132,0,561,-1
769,6.406811,192.168.67.64,52.166.239.43,49,1,-1,561 
770,6.417690,52.166.239.43,192.168.67.64,195,0,562,-1
771,6.428559,192.168.67.64,52.166.239.43,49,1,-1,562 
772,6.439035,52.166.239.43,192.168.67.64,120,0,563,-1
773,6.450298,192.168.67.64,52.166.239.43,49,1,-1,563 
774,6.465047,52.166.239.43,192.168.67.64,160,0,564,-1
775,6.482930,192.168.67.64,52.166.239.43,49,1,-1,564 
776,6.493300,52.166.239.43,192.168.67.64,110,0,565,-1
777,6.504676,192.168.67.64,52.166.239.43,49,1,-1,565 
778,6.514333,52.166.239.43,192.168.67.64,60,0,-1,36 
779,6.514333,52.166.239.43,192.168.67.64,134,0,566,-1
780,6.526422,192.168.67.64,52.166.239.43,49,1,-1,566 
781,6.537300,192.168.67.64,52.166.239.43,97,1,39,-1
782,6.540059,52.166.239.43,192.168.67.64,159,0,567,-1
783,6.558391,52.166.239.43,192.168.67.64,60,0,-1,37 
784,6.558391,52.166.239.43,192.168.67.64,181,0,568,-1
785,6.559051,192.168.67.64,52.166.239.43,52,1,-1,567 568 
786,6.581109,52.166.239.43,192.168.67.64,132,0,569,-1
787,6.591687,192.168.67.64,52.166.239.43,49,1,-1,569 
788,6.591718,192.168.67.64,52.166.239.43,97,1,40,-1
789,6.603153,52.166.239.43,192.168.67.64,60,0,-1,38 
790,6.603153,52.166.239.43,192.168.67.64,104,0,570,-1
791,6.613437,192.168.67.64,52.166.239.43,49,1,-1,570 
792,6.626400,52.166.239.43,192.168.67.64,164,0,571,-1
793,6.635191,192.168.67.64,52.166.239.43,97,1,41,-1
794,6.646052,192.168.67.64,52.166.239.43,49,1,-1,571 
795,6.646794,52.166.239.43,192.168.67.64,178,0,572,-1
796,6.656947,192.168.67.64,52.166.239.43,49,1,-1,572 
797,6.676601,52.166.239.43,192.168.67.64,135,0,573,-1
798,6.678683,192.168.67.64,52.166.239.43,97,1,42,-1
799,6.689558,192.168.67.64,52.166.239.43,49,1,-1,573 
800,6.707209,52.166.239.43,192.168.67.64,107,0,574,-1
801,6.722180,192.168.67.64,52.166.239.43,49,1,-1,574 
802,6.729159,52.166.239.43,192.168.67.64,162,0,575,-1
803,6.743951,192.168.67.64,52.166.239.43,49,1,-1,575 
804,6.750978,52.166.239.43,192.168.67.64,120,0,576,-1
805,6.765684,192.168.67.64,52.166.239.43,49,1,-1,576 
806,6.772474,52.166.239.43,192.168.67.64,60,0,-1,39 
807,6.772474,52.166.239.43,192.168.67.64,133,0,577,-1
808,6.787434,192.168.67.64,52.166.239.43,49,1,-1,577 
809,6.793968,52.166.239.43,192.168.67.64,189,0,578,-1
810,6.809200,192.168.67.64,52.166.239.43,49,1,-1,578 
811,6.816523,52.166.239.43,192.168.67.64,60,0,-1,40 
812,6.816523,52.166.239.43,192.168.67.64,191,0,579,-1
813,6.830935,192.168.67.64,52.166.239.43,49,1,-1,579 
814,6.841813,192.168.67.64,52.166.239.43,85,1,43,-1
815,6.842152,52.166.239.43,192.168.67.64,193,0,580,-1
816,6.852695,192.168.67.64,52.166.239.43,49,1,-1,580 
817,6.871033,52.166.239.43,192.168.67.64,60,0,-1,41 
818,6.871033,52.166.239.43,192.168.67.64,152,0,581,-1
819,6.885312,192.168.67.64,52.166.239.43,49,1,-1,581 
820,6.893185,52.166.239.43,192.168.67.64,60,0,-1,42 
821,6.893185,52.166.239.43,192.168.67.64,135,0,582,-1
822,6.907067,192.168.67.64,52.166.239.43,49,1,-1,582 
823,6.916606,52.166.239.43,192.168.67.64,101,0,583,-1
824,6.928814,192.168.67.64,52.166.239.43,49,1,-1,583 
825,6.946635,52.166.239.43,192.168.67.64,265,0,584,-1
826,6.961446,192.168.67.64,52.166.239.43,49,1,-1,584 
827,6.972145,52.166.239.43,192.168.67.64,134,0,585,-1
828,6.983192,192.168.67.64,52.166.239.43,49,1,-1,585 
829,6.993445,52.166.239.43,192.168.67.64,135,0,586,-1
830,7.004951,192.168.67.64,52.166.239.43,49,1,-1,586 
831,7.019592,52.166.239.43,192.168.67.64,162,0,587,-1
832,7.037384,52.166.239.43,192.168.67.64,103,0,588,-1
833,7.037572,192.168.67.64,52.166.239.43,52,1,-1,587 588 
834,7.058932,52.166.239.43,192.168.67.64,60,0,-1,43 
835,7.058932,52.166.239.43,192.168.67.64,208,0,589,-1
836,7.070258,192.168.67.64,52.166.239.43,49,1,-1,589 
837,7.086967,52.166.239.43,192.168.67.64,1497,0,590,-1
838,7.087037,52.166.239.43,192.168.67.64,1497,0,591,-1
839,7.087037,52.166.239.43,192.168.67.64,364,0,592,-1
840,7.091963,192.168.67.64,52.166.239.43,52,1,-1,590 592 
841,7.113217,52.166.239.43,192.168.67.64,130,0,593,-1
842,7.124579,192.168.67.64,52.166.239.43,49,1,-1,593 
843,7.136387,52.166.239.43,192.168.67.64,217,0,594,-1
844,7.156286,52.166.239.43,192.168.67.64,181,0,595,-1
845,7.157210,192.168.67.64,52.166.239.43,52,1,-1,594 595 
846,7.180702,52.166.239.43,192.168.67.64,103,0,596,-1
847,7.200701,192.168.67.64,52.166.239.43,49,1,-1,596 
848,7.203746,52.166.239.43,192.168.67.64,246,0,597,-1
849,7.222459,192.168.67.64,52.166.239.43,49,1,-1,597 
850,7.224727,52.166.239.43,192.168.67.64,103,0,598,-1
851,7.244213,192.168.67.64,52.166.239.43,49,1,-1,598 
852,7.245912,52.166.239.43,192.168.67.64,181,0,599,-1
853,7.265955,192.168.67.64,52.166.239.43,49,1,-1,599 
854,7.266713,52.166.239.43,192.168.67.64,133,0,600,-1
855,7.276838,192.168.67.64,52.166.239.43,49,1,-1,600 
856,7.286759,52.166.239.43,192.168.67.64,135,0,601,-1
857,7.298584,192.168.67.64,52.166.239.43,49,1,-1,601 
858,7.315041,52.166.239.43,192.168.67.64,201,0,602,-1
859,7.331255,192.168.67.64,52.166.239.43,49,1,-1,602 
860,7.344275,52.166.239.43,192.168.67.64,417,0,603,-1
861,7.363817,52.166.239.43,192.168.67.64,165,0,604,-1
862,7.363841,192.168.67.64,52.166.239.43,49,1,-1,603 
863,7.374747,192.168.67.64,52.166.239.43,49,1,-1,604 
864,7.385592,192.168.67.64,52.166.239.43,91,1,44,-1
865,7.386340,52.166.239.43,192.168.67.64,165,0,605,-1
866,7.396472,192.168.67.64,52.166.239.43,49,1,-1,605 
867,7.409053,52.166.239.43,192.168.67.64,135,0,606,-1
868,7.429095,192.168.67.64,52.166.239.43,49,1,-1,606 
869,7.431945,52.166.239.43,192.168.67.64,162,0,607,-1
870,7.450845,192.168.67.64,52.166.239.43,49,1,-1,607 
871,7.456011,52.166.239.43,192.168.67.64,120,0,608,-1
872,7.472597,192.168.67.64,52.166.239.43,49,1,-1,608 
873,7.478528,52.166.239.43,192.168.67.64,164,0,609,-1
874,7.494358,192.168.67.64,52.166.239.43,49,1,-1,609 
875,7.504165,52.166.239.43,192.168.67.64,103,0,610,-1
876,7.516091,192.168.67.64,52.166.239.43,49,1,-1,610 
877,7.527024,52.166.239.43,192.168.67.64,165,0,611,-1
878,7.537855,192.168.67.64,52.166.239.43,49,1,-1,611 
879,7.552856,52.166.239.43,192.168.67.64,120,0,612,-1
880,7.570470,192.168.67.64,52.166.239.43,49,1,-1,612 
881,7.600599,52.166.239.43,192.168.67.64,104,0,614,-1
882,7.603126,192.168.67.64,52.166.239.43,49,1,-1,-1
883,7.613976,192.168.67.64,52.166.239.43,49,1,-1,614 
884,7.622477,52.166.239.43,192.168.67.64,60,0,-1,44 
885,7.643465,52.166.239.43,192.168.67.64,135,0,616,-1
886,7.646616,192.168.67.64,52.166.239.43,49,1,-1,-1
887,7.657491,192.168.67.64,52.166.239.43,49,1,-1,616 
888,7.665954,52.166.239.43,192.168.67.64,883,0,617,-1
889,7.679220,192.168.67.64,52.166.239.43,49,1,-1,617 
890,7.687308,52.166.239.43,192.168.67.64,143,0,618,-1
891,7.700975,192.168.67.64,52.166.239.43,49,1,-1,618 
892,7.730524,52.166.239.43,192.168.67.64,195,0,619,-1
893,7.744479,192.168.67.64,52.166.239.43,49,1,-1,619 
894,7.752593,52.166.239.43,192.168.67.64,181,0,620,-1
895,7.766236,192.168.67.64,52.166.239.43,49,1,-1,620 
896,7.782102,52.166.239.43,192.168.67.64,135,0,621,-1
897,7.798864,192.168.67.64,52.166.239.43,49,1,-1,621 
