Length/bytes,RTT
1356,0.0
28,18.807000000000002
1356,0.9379999999999978
135,13.751
52,1.3220000000000036
31,12.235999999999997
136,0.0
146,0.6960000000000022
34,0.09399999999999686
25,10.475000000000005
31,1.8379999999999994
62,0.0
34,0.0
31,0.03499999999999337
50,0.0
50,0.3560000000000091
50,0.14899999999999636
28,10.743000000000002
1133,0.15600000000000336
1330,0.08999999999999286
191,0.06899999999999962
289,4.941000000000001
28,7.699999999999998
1330,9.465000000000002
1330,0.1290000000000041
28,0.14200000000000323
1330,1.2269999999999919
1330,0.13399999999999523
28,10.839000000000002
1330,0.1330000000000081
1330,0.11099999999999999
1330,10.602999999999987
1330,0.10300000000000586
28,0.09100000000000774
1330,8.766999999999998
1330,0.12899999999999023
1330,8.81399999999999
1330,0.03900000000001125
28,0.19500000000002848
1330,4.383999999999971
1330,0.11700000000000599
172,5.696000000000007
1233,0.08800000000000474
28,0.19999999999997797
25,0.10699999999999599
304,1.1800000000000144
1330,0.11600000000000499
368,3.1180000000000097
1330,0.09799999999998699
28,0.15100000000001224
1330,1.3859999999999706
1330,0.12300000000001199
1330,4.18300000000002
1330,0.11399999999997523
1330,5.290000000000017
1330,0.08899999999997799
28,0.16600000000002724
1330,4.2379999999999916
1330,0.11500000000000399
379,0.12699999999998823
1330,2.3220000000000187
1306,0.05299999999996974
28,0.28100000000000347
1330,5.123000000000016
1330,0.2939999999999887
1330,0.057000000000001494
565,2.137
1270,0.11300000000000199
28,0.0690000000000135
1242,2.152999999999988
1330,0.10999999999999899
1330,2.365000000000006
206,0.022999999999995246
1330,0.13399999999999523
28,0.07499999999999174
1330,0.04600000000001825
1330,1.3869999999999993
1330,0.13199999999999323
1330,0.17400000000000748
1330,0.24899999999999922
1330,1.8569999999999975
1330,0.12899999999999023
1330,1.7390000000000183
1330,0.12799999999998923
1330,0.13299999999999423
1330,0.134000000000023
1330,0.11599999999997723
1330,0.35200000000001896
31,1.5369999999999828
1330,0.12400000000001299
1330,0.12799999999998923
1330,0.11500000000000399
1330,1.8750000000000155
1330,0.12499999999998623
28,0.09299999999998199
1330,0.031000000000031003
1330,1.3599999999999723
1330,0.12300000000001199
1330,2.953000000000011
1330,0.15199999999998548
1330,1.6220000000000123
1330,0.11800000000000699
1330,0.12399999999998523
1015,0.11300000000000199
28,0.3100000000000047
1330,1.926000000000011
1330,0.10099999999998999
1330,0.14199999999997548
1330,3.601000000000021
1330,0.11900000000000799
1330,0.12599999999998723
1330,0.14700000000000824
1330,0.10000000000001674
