,time,src,dst,seq,ack,len,payload,role
0,0.0,124.132.136.201,192.168.67.64,1,1,186,"b""\xc9(\x11\xcc\x9a#\x88\xfar;\x98,\x10s\xb3\x11\xe3\xebH\xe6\xb4\xc4h\x18P3\x86\x92\xe5p\x13\r\xed\xd8\x8bZ \xae\xa2&\x97\x18\x88\xba'T\xcd\xa4D\x8e\xec6\xf7\x0c\xb0\xbbgCDEb\xc0\xbb4\x006\xa5\x9d\x85\x86~}\xe36\x9f\x1d,_\xfe\xa1]~~\rQ\x12Y\x1f5|p\xdffU\xf6B\xe5\xcdW\xae$~\x8d\xb3\xa3}\x12\xf4p\x13\x8c\x85\xdb\xdat,\x04\\?\x94\xe1\xb3\xa7\x83V\xe4\x83\xbc\x8e\xf1\x1aA\x0f\xb7\x18\x88\xddC\xb9\xb2SY\x1e\x7fN*\xfc W/z\xd2\xae\xcc;&\xc9p\xa2\xd5O\x90F\xef\x7f/\x9c\xf1\xfb\xe3\xc7\xba\xfe\xb8;\x8d\xa1\xb0\x94:&|\x07\x9d\x04}""",0
1,0.0,124.132.136.201,192.168.67.64,187,1,18,b'o\x15\xb4\x19F.\x01.\x9aE\x92SX2c\xf0^\x8e',0
2,3.910064697265625e-05,192.168.67.64,124.132.136.201,1,205,0,,1
3,0.04973793029785156,124.132.136.201,192.168.67.64,205,1,173,"b'\xdd.\xdd*\x83D\xad\xc0bD\xe4\xd3+\xfe\x98q\xff#\x81\x1d\xb4\x98\xe4\xed\xe7$\x96f\xd3\xe4\x07\x9d\xaa]A2 .\xadz\xfcJ\xd6S\xf1`\x0f\xf88\x8b\x05\xb3y\xccZ\xb5\xb9l\xd7\xb1\xd1V\xb3\xd4\xa5\xe1\xf6\xb7d\xb3\xe2\xc2\xc3\x01\xeb|M\x95|n\xa4\x06D\x1a\xc5\xa9y\n\x18\xa0?0p\xe2\xf3I\r\xcc\x86_hV\xca\xd0\x9a\x01\xb8$\xce\x98\x19ev(\xa9\xe1\x81oC\x9a)\xf8\xdeHh<\xab1S\xb6s""[\x02|\x80981\x98\xe5\xdc\x0b\xd6\x7f\xd5\xcbTF\x86\xb3\xae\xe5b\x1f\xff\xc1!/\xf4\xc6\xabk%0\xa9D\x94\x8dwm4\xd2'",0
4,0.04973793029785156,124.132.136.201,192.168.67.64,378,1,135,"b'\xa8\xbd\x8c \x1f\xb7Hw\x18\xc6\x88\x82\xd5Y\x80\x9f\xc4xd\xe6\x17\xa8(\xa1\xb7\xcbH\xa3\xc1\xff\x9d\xefn\xc9*\x86^jr\xc8:\xf4\xf12\xa5,aw\xcd\xe4\x981\xc1\xbc\xfd\x85\x96uA\xb8`U\x82\xd3\xea\xa9:\xfc5\xb8@\x18qg~$\xe78\xd0,\x16\x17\x1b\xaeV\xdfW\xda""\xd3A\xe5n\x89=/d1I\x8d\xc1L\x01E\xc1\xd8\xe1+\xa8\xcbj\x9f\x15ym\x9a*\x8f\x9fi\xb5`\x9d\xf8C\xff\xff\xc78XN{\x03\xea\xbb'",0
5,0.0497739315032959,192.168.67.64,124.132.136.201,1,513,0,,1
6,0.09975695610046387,124.132.136.201,192.168.67.64,513,1,139,"b""\x15\xaas[\xab\xd6\xe1%v\t\xe9\xef\xe8\xdf\xa0'\xfdv\x9e)\xb8\\\xda\xedx>\xe3j\xe9\xed\xed}\x8b\x91\xf5\xdf\xb7-\x8f\xd8\x0c'@\xf2\xf6\xd1$:\xc0:K(2h\x85\x87\xb4{\xd7\x16\xdb\xee\x85\xa1\x87\x1a\xb7\x14\xc4'\x89\xf8\x12v\x94\xbb'\x9dB\xf9*{\x07*\xe7\x944\xb3~`\xc7rc\xfa\xa8\xcc<\x8f\xb7u\xad\xc1\t7t\x01\xc1\xdd3r\x93\xed!\x1b\xb4\xdd\x85\xac\xf3\xa3\x93EYf?\xb1\x13\xda\x83\x9e\xe6\xd5\x9a&LO5\xe2J""",0
7,0.1400740146636963,192.168.67.64,124.132.136.201,1,652,0,,1
8,0.14949488639831543,124.132.136.201,192.168.67.64,652,1,101,b'e\xa8\xc4\xf3W\xfe\x90\x11P\x16\xc2\x9e\x02\x85\xfe\x12n\x8a\xa1\xbb\xd8\x10\xfcod\xb2\xb1T3\xf6\x1a\xc9\x85BO\x84O9\xdc0\xeb\x00\xb4n\xac7OM*\xe2Y\xc7\xb8%3fP6M\x0e`%\xa5x}\xd5\xcd\x9bS6\xac\xc9m1\xbf\xd2\xa01S}1\xb8\x99\x15\xc3\xd3@!\x019\xa3\xc3\x8a\xa9\x9c\xe2K\xec\x91\x8a\x98',0
9,0.15463900566101074,124.132.136.201,192.168.67.64,753,1,26,b'\xeb\xfd\x95\xb7\xa3\x11\xf3\xe2)\xe8\x91\x9b\x95\xbd=q\xe9\x9b\xddi.3gP&\x80',0
