,time,ingress,egress
0,0.1,1581.0,0.0
1,0.2,0.0,0.0
2,0.30000000000000004,76.0,238.0
3,0.4,0.0,0.0
4,0.5,70.0,77.0
5,0.6,0.0,0.0
6,0.7,1832.0,212.0
7,0.7999999999999999,0.0,0.0
8,0.8999999999999999,2991.0,133.0
9,0.9999999999999999,2942.0,60.0
10,1.0999999999999999,0.0,0.0
11,1.2,11768.0,120.0
12,1.3,0.0,0.0
13,1.4000000000000001,10593.0,120.0
14,1.5000000000000002,0.0,0.0
15,1.6000000000000003,118.0,515.0
16,1.7000000000000004,0.0,0.0
17,1.8000000000000005,0.0,0.0
18,1.9000000000000006,192.0,191.0
19,2.0000000000000004,0.0,0.0
20,2.1000000000000005,0.0,249.0
21,2.2000000000000006,121.0,0.0
22,2.3000000000000007,0.0,0.0
23,2.400000000000001,0.0,60.0
24,2.500000000000001,319.0,291696.0
25,2.600000000000001,363.0,204430.0
26,2.700000000000001,196.0,1194.0
27,2.800000000000001,248.0,41798.0
28,2.9000000000000012,196.0,673.0
29,3.0000000000000013,196.0,546.0
30,3.1000000000000014,196.0,672.0
31,3.2000000000000015,248.0,961.0
32,3.3000000000000016,196.0,729.0
33,3.4000000000000017,319.0,712.0
34,3.5000000000000018,196.0,885.0
35,3.600000000000002,412.0,707.0
36,3.700000000000002,245.0,704.0
37,3.800000000000002,268.0,863.0
38,3.900000000000002,245.0,733.0
39,4.000000000000002,150.0,684.0
40,4.100000000000001,421.0,611.0
41,4.200000000000001,196.0,608.0
42,4.300000000000001,196.0,779.0
43,4.4,196.0,546.0
44,4.5,150.0,625.0
45,4.6,248.0,5080.0
46,4.699999999999999,150.0,734.0
47,4.799999999999999,147.0,481.0
48,4.899999999999999,196.0,890.0
49,4.999999999999998,268.0,551.0
50,5.099999999999998,284.0,546.0
51,5.1999999999999975,196.0,413.0
52,5.299999999999997,196.0,728.0
53,5.399999999999997,196.0,606.0
54,5.4999999999999964,196.0,720.0
55,5.599999999999996,196.0,472.0
56,5.699999999999996,254.0,525.0
57,5.799999999999995,196.0,654.0
58,5.899999999999995,196.0,517.0
59,5.999999999999995,196.0,639.0
60,6.099999999999994,196.0,496.0
61,6.199999999999994,245.0,825.0
62,6.299999999999994,344.0,751.0
63,6.399999999999993,389.0,764.0
64,6.499999999999993,196.0,585.0
65,6.5999999999999925,393.0,726.0
66,6.699999999999992,390.0,641.0
67,6.799999999999992,196.0,771.0
68,6.8999999999999915,281.0,851.0
69,6.999999999999991,196.0,635.0
70,7.099999999999991,202.0,3891.0
71,7.19999999999999,101.0,631.0
72,7.29999999999999,294.0,798.0
73,7.39999999999999,287.0,948.0
74,7.499999999999989,196.0,581.0
75,7.599999999999989,147.0,388.0
76,7.699999999999989,245.0,1325.0
77,7.799999999999988,196.0,511.0
78,7.899999999999988,202.0,1070.0
