,time,sample_rtt,is_pingpong
0,0.662938,904.6749999999998,1.0
1,0.674901,229.45699999999997,0.0
2,0.890431,216.63,0.0
3,0.890842,933.5360000000001,1.0
4,0.915495,230.77099999999996,0.0
5,1.107676,216.80100000000013,0.0
6,1.159266,235.75799999999992,0.0
7,1.333088,225.15700000000004,0.0
8,1.382309,219.959,0.0
9,1.543635,207.31800000000013,0.0
10,1.567613,231.19999999999985,0.0
11,1.585984,508.3010000000001,1.0
12,1.824378,227.51100000000002,0.0
13,1.836147,579.5409999999998,1.0
14,2.064099,227.91700000000014,0.0
15,2.094285,236.3870000000001,0.0
16,2.107137,308.63900000000035,1.0
17,2.367991,206.4659999999998,0.0
18,2.431918,0.09099999999984121,1.0
19,2.442804,8.34099999999971,1.0
20,2.464525,0.09300000000012076,1.0
21,2.475421,0.7939999999999614,1.0
22,2.486256,14.361999999999764,1.0
23,2.518955,0.048000000000048004,1.0
24,2.52982,0.008000000000230045,1.0
25,2.540656,4.819000000000351,1.0
26,2.562078,3.2809999999998674,1.0
27,2.583842,11.251999999999818,1.0
28,2.605632,10.172999999999988,1.0
29,2.627348,10.311999999999877,1.0
30,2.649094,12.16000000000017,1.0
31,2.681602,1.9320000000000448,1.0
32,2.702429,4.370999999999903,1.0
33,2.724239,27.929000000000315,1.0
34,2.767786,6.240999999999719,1.0
35,2.789519,29.901000000000177,1.0
36,2.832761,8.919000000000121,1.0
37,2.854514,8.363999999999816,1.0
38,2.87627,7.735999999999965,1.0
39,2.898014,7.928000000000157,1.0
40,2.919762,7.779000000000202,1.0
41,2.941537,28.901000000000288,1.0
42,2.983767,8.334000000000064,1.0
43,3.005039,12.354000000000198,1.0
44,3.037479,1.670999999999978,1.0
45,3.058744,8.538000000000157,1.0
46,3.080499,8.560000000000123,1.0
47,3.101562,7.816000000000045,1.0
48,3.122897,2.5599999999998957,1.0
49,3.144637,0.628000000000295,1.0
50,3.155517,15.06699999999972,1.0
51,3.188169,6.636000000000308,1.0
52,3.209786,14.064000000000298,1.0
53,3.242364,3.2290000000001484,1.0
54,3.263753,7.89200000000001,1.0
55,3.285507,9.612999999999872,1.0
56,3.307269,10.474000000000316,1.0
57,3.329005,11.355000000000004,1.0
58,3.350782,10.048999999999975,1.0
59,3.372517,11.28399999999985,1.0
60,3.394271,10.708000000000162,1.0
61,3.416013,11.260000000000048,1.0
62,3.4378,11.772999999999811,1.0
63,3.470402,1.2310000000002042,1.0
64,3.492153,2.2400000000000198,1.0
65,3.513905,2.0210000000000505,1.0
66,3.535643,2.102999999999966,1.0
67,3.557408,5.144000000000037,1.0
68,3.579151,6.880000000000219,1.0
69,3.586031,224.37900000000033,0.0
70,3.600906,6.395999999999624,1.0
71,3.622649,8.023000000000113,1.0
72,3.644402,6.591000000000236,1.0
73,3.666145,7.082999999999728,1.0
74,3.687905,13.29799999999981,1.0
75,3.720536,2.3680000000001478,1.0
76,3.742285,8.13200000000025,1.0
77,3.764031,8.057999999999677,1.0
78,3.7858,7.451000000000096,1.0
79,3.793251,224.94400000000024,0.0
80,3.80757,7.661999999999836,1.0
81,3.829296,7.11700000000004,1.0
82,3.851051,5.793000000000159,1.0
83,3.872792,4.002999999999979,1.0
84,3.894547,1.8039999999999168,1.0
85,3.916302,25.35299999999996,1.0
86,3.959801,5.02199999999986,1.0
87,3.981552,12.61499999999982,1.0
88,4.014184,3.5479999999994405,1.0
89,4.017732,242.77499999999952,0.0
90,4.035931,12.305000000000454,1.0
91,4.06856,6.750000000000256,1.0
92,4.090297,10.67100000000032,1.0
93,4.112066,10.533999999999821,1.0
94,4.133815,10.023999999999589,1.0
95,4.15556,32.2799999999992,1.0
96,4.199064,9.470000000000312,1.0
97,4.220822,9.832000000000285,1.0
98,4.230654,227.3260000000006,0.0
99,4.242566,12.407999999999753,1.0
100,4.275195,3.182999999999936,1.0
101,4.278378,231.5649999999998,0.0
102,4.296956,4.997000000000362,1.0
103,4.318688,5.219000000000307,1.0
104,4.340429,7.9139999999995325,1.0
105,4.36218,6.931999999999938,1.0
106,4.38395,62.09600000000037,1.0
107,4.460071,6.312999999999569,1.0
108,4.481837,5.991999999999997,1.0
109,4.503577,7.73400000000013,1.0
110,4.525328,8.079000000000391,1.0
111,4.547101,8.280000000000065,1.0
112,4.568859,8.66800000000012,1.0
113,4.579734,19.223000000000212,1.0
114,4.612354,38.295999999999886,1.0
115,4.666729,21.544999999999703,1.0
116,4.699354,14.418000000000042,1.0
117,4.731985,4.985000000000461,1.0
118,4.75374,32.5640000000007,1.0
119,4.797248,9.542999999999857,1.0
120,4.818988,14.562999999999882,1.0
121,4.851631,3.5850000000001714,1.0
122,4.873372,2.450999999999759,1.0
123,4.895106,1.2660000000002114,1.0
124,4.916878,7.754000000000261,1.0
125,4.938641,9.90800000000025,1.0
126,4.96039,13.323999999999891,1.0
127,4.993022,1.7370000000003216,1.0
128,5.014774,8.878000000000164,1.0
129,5.036525,9.301999999999921,1.0
130,5.05828,11.721000000000537,1.0
131,5.090901,7.7550000000004005,1.0
132,5.112652,14.71900000000037,1.0
133,5.145284,4.585999999999757,1.0
134,5.167028,4.527999999999643,1.0
135,5.188784,13.485000000000191,1.0
136,5.202269,241.84600000000069,0.0
137,5.221442,1.7370000000003216,1.0
138,5.223179,219.26199999999963,0.0
139,5.243168,6.768000000000107,1.0
140,5.264903,7.943000000000033,1.0
141,5.286665,16.639999999999766,1.0
142,5.319284,7.948000000000732,1.0
143,5.341042,13.247999999999927,1.0
144,5.373667,9.26199999999966,1.0
145,5.395426,6.36600000000076,1.0
146,5.417187,5.682000000000187,1.0
147,5.438924,7.055999999999507,1.0
148,5.460673,1.2819999999997833,1.0
149,5.482432,2.14999999999943,1.0
150,5.504177,10.326999999999309,1.0
