,time,estimated_rtt,sample_rtt
0,0.07051301002502441,0.0,70.51301002502441
1,0.9205131530761719,0.0,67.20709800720215
2,0.9703819751739502,0.0,64.14389610290527
3,1.0011191368103027,0.0,44.85607147216797
4,1.0698339939117432,0.0,63.5678768157959
5,1.120314121246338,0.0,64.17107582092285
6,1.1705710887908936,0.0,64.36896324157715
7,1.220386028289795,0.0,64.1489028930664
8,1.270301103591919,0.0,63.99893760681152
9,1.321484088897705,0.0,65.18197059631348
10,1.3748061656951904,0.0,68.46904754638672
11,1.4204320907592773,0.0,63.816070556640625
12,1.4716010093688965,0.0,65.22297859191895
13,1.533339023590088,0.0,77.04782485961914
14,1.5829970836639404,0.0,76.60508155822754
15,1.6051280498504639,0.0,48.789024353027344
16,1.6801869869232178,0.0,72.78895378112793
17,1.7230441570281982,0.0,65.7961368560791
18,1.7762110233306885,0.0,68.73583793640137
19,1.8229269981384277,0.0,65.16599655151367
20,1.870980978012085,0.0,63.70687484741211
21,1.903311014175415,0.0,45.99499702453613
22,1.9708430767059326,0.0,63.426971435546875
23,2.003530979156494,0.0,45.94779014587402
24,2.0780961513519287,0.0,69.77200508117676
25,2.1271121501922607,0.0,68.68314743041992
26,2.1591789722442627,0.0,50.508975982666016
27,2.212416172027588,0.0,53.88903617858887
28,2.2562949657440186,0.0,47.75691032409668
29,2.3048810958862305,0.0,46.18096351623535
30,2.368695020675659,0.0,59.88192558288574
31,2.4261271953582764,0.0,67.39616394042969
32,2.457813024520874,0.0,49.0260124206543
33,2.527078151702881,0.0,68.01700592041016
34,2.577126979827881,0.0,67.82388687133789
35,2.6220321655273438,0.0,62.7131462097168
36,2.6708760261535645,0.0,61.25688552856445
37,2.7051150798797607,0.0,45.99308967590332
38,2.76090407371521,0.0,51.4829158782959
39,2.806410074234009,0.0,46.900033950805664
40,2.8707501888275146,0.0,61.10405921936035
41,2.9077301025390625,0.0,47.99699783325195
42,2.9581470489501953,0.0,48.55704307556152
43,3.005812168121338,0.0,46.20003700256348
44,3.0694961547851562,0.0,59.762001037597656
45,3.122220993041992,0.0,62.49380111694336
46,3.172206163406372,0.0,62.52598762512207
47,3.2209560871124268,0.0,61.324119567871094
48,3.258074998855591,0.0,48.18081855773926
49,3.328104019165039,0.0,67.65985488891602
50,3.3693599700927734,0.0,58.383941650390625
51,3.421010971069336,0.0,59.9827766418457
52,3.4574170112609863,0.0,46.23603820800781
53,3.510650157928467,0.0,49.26800727844238
54,3.5578460693359375,0.0,46.39887809753418
55,3.613499164581299,0.0,52.1240234375
56,3.6575510501861572,0.0,46.12898826599121
57,3.7216451168060303,0.0,60.212135314941406
58,3.7577409744262695,0.0,46.278953552246094
59,3.8110201358795166,0.0,49.543142318725586
60,3.873044013977051,0.0,61.450958251953125
61,3.9216670989990234,0.0,60.19902229309082
62,3.9610490798950195,0.0,49.52287673950195
63,4.02845311164856,0.0,66.94698333740234
64,4.077813148498535,0.0,65.77801704406738
65,4.123702049255371,0.0,61.395883560180664
66,4.158153057098389,0.0,46.33688926696777
67,4.22245717048645,0.0,60.20402908325195
68,4.2711710929870605,0.0,58.886051177978516
69,4.308233022689819,0.0,45.96996307373047
70,4.358285188674927,0.0,45.8531379699707
71,4.410565137863159,0.0,48.20609092712402
72,4.458438158035278,0.0,46.015024185180664
73,4.508172988891602,0.0,45.85695266723633
