,time,rtt
0,0.5,0.0
1,1.0,225.61933333333332
2,1.5,224.41875000000005
3,2.0,222.00966666666667
4,2.5,223.59
5,3.0,223.59
6,3.5,223.59
7,4.0,224.6615000000003
8,4.5,233.88866666666664
9,5.0,233.88866666666664
10,5.5,230.55400000000014
11,6.0,231.6559999999992
12,6.5,231.6559999999992
13,7.0,226.18099999999976
14,7.5,217.11900000000028
