On Time/s,End Time/s,Delay/ms,Length/bytes,Throughput(KBytes/s)
9.977384090423584,9.979528903961182,2.1448135375976562,56,0.024899955535793685
10.05088496208191,10.053752899169922,2.8679370880126953,163,0.0542023443345249
10.078659057617188,10.081855058670044,3.1960010528564453,223,0.06654233494964565
10.120192050933838,10.134609937667847,14.417886734008789,694,0.04590478395316918
10.152760028839111,10.18582010269165,33.06007385253906,5547,0.16001269255177983
10.190764904022217,10.209856033325195,19.091129302978516,5432,0.27134900217298996
10.223258972167969,10.232934951782227,9.675979614257812,11845,1.1674551547407845
10.274580955505371,10.276369094848633,1.7881393432617188,17785,9.485333333333333
10.276509046554565,10.289769887924194,13.260841369628906,11418,0.8211434735706581
10.302807092666626,10.31882905960083,16.0219669342041,22282,1.3262897873543549
10.343508958816528,10.354820966720581,11.312007904052734,2716,0.22897609914429035
10.359143018722534,10.361071109771729,1.928091049194336,11884,5.878075924322988
10.367737054824829,10.368436098098755,0.6990432739257812,8148,11.115961800818553
10.36859393119812,10.379719018936157,11.12508773803711,10864,0.9312931293129313
10.379726886749268,10.391787052154541,12.060165405273438,4074,0.3221572038589277
10.397165060043335,10.409786939620972,12.621879577636719,27160,2.0521344918775974
10.409811019897461,10.410587072372437,0.7760524749755859,5432,6.675268817204301
10.452856063842773,10.453999996185303,1.1439323425292969,69667,58.08003334722801
10.46497106552124,10.46581506729126,0.8440017700195312,8698,9.828248587570622
10.465939998626709,10.46845006942749,2.51007080078125,21728,8.25531914893617
10.485300064086914,10.485901117324829,0.6010532379150391,18778,29.79452598175327
10.486072063446045,10.497343063354492,11.270999908447266,32592,2.7577103693362104
10.497353076934814,10.498255968093872,0.9028911590576172,8282,8.747821494586745
10.582082986831665,10.582851886749268,0.7688999176025391,59,0.07317829457364342
10.612859010696411,10.613601922988892,0.7429122924804688,4534,5.82028241335045
10.64092206954956,10.654697895050049,13.775825500488281,1921,0.1329871928002769
10.682240009307861,10.69386100769043,11.62099838256836,520,0.04267366952525543
10.705737113952637,10.722754001617432,17.016887664794922,125,0.007005352088995993
10.739969968795776,10.750861883163452,10.891914367675781,1358,0.11890377375010945
10.751635074615479,10.765244960784912,13.609886169433594,12938,0.9065937916053535
10.765979051589966,10.778654098510742,12.675046920776367,5432,0.40870530256005116
10.788872957229614,10.796932935714722,8.059978485107422,23293,2.756078802579424
10.808295011520386,10.818336009979248,10.040998458862305,34167,3.245114567256322
10.818383932113647,10.829955101013184,11.571168899536133,13580,1.119238456308079
10.876060962677002,10.886858940124512,10.797977447509766,2716,0.23987635239567234
10.896653890609741,10.89926290512085,2.6090145111083984,30463,11.13515489353925
10.899454116821289,10.909380912780762,9.926795959472656,29105,2.796137957536747
10.910347938537598,10.91599988937378,5.651950836181641,31834,5.371467139120898
10.928044080734253,10.928518056869507,0.47397613525390625,23086,46.45070422535211
10.940315961837769,10.951842069625854,11.526107788085938,5432,0.44944563958298855
10.954426050186157,10.9562509059906,1.8248558044433594,83390,43.57982754115495
10.956284046173096,10.95793890953064,1.6548633575439453,6790,3.912980838495894
10.957969903945923,10.975857019424438,17.887115478515625,16296,0.8688419705694178
10.977343082427979,10.978482961654663,1.1398792266845703,42221,35.32399079690441
10.980336904525757,10.990984916687012,10.648012161254883,2716,0.24325474127314659
10.997358083724976,10.997940063476562,0.5819797515869141,40711,66.71200327734535
10.99802303314209,11.0,1.9769668579101562,24673,11.902074288470816
11.000121116638184,11.010082960128784,9.961843490600586,43456,4.16016083095996
11.010761022567749,11.020652055740356,9.891033172607422,20187,1.9463915537771779
11.020694971084595,11.023521900177002,2.8269290924072266,32068,10.818250822299063
11.023607969284058,11.029951095581055,6.34312629699707,27160,4.0834429618492765
11.030004024505615,11.030894994735718,0.8909702301025391,17654,18.896440995450895
11.050587892532349,11.061984062194824,11.396169662475586,9506,0.7954978137617942
11.067194938659668,11.07754111289978,10.346174240112305,103502,9.540453969351308
11.077569007873535,11.092977046966553,15.408039093017578,28518,1.7651100176399592
11.095747947692871,11.109894037246704,14.146089553833008,38024,2.563430131629953
11.11347508430481,11.115415096282959,1.940011978149414,65307,32.10372373110483
11.164246082305908,11.165775060653687,1.5289783477783203,43680,27.244659285825666
11.166820049285889,11.174669027328491,7.848978042602539,19724,2.39652501442848
11.17468810081482,11.186963081359863,12.274980545043945,24444,1.8991162474507137
11.187036991119385,11.199196100234985,12.159109115600586,17654,1.3846546010706093
11.204682111740112,11.21550989151001,10.827779769897461,54026,4.758427832214026
11.21940302848816,11.22418999671936,4.786968231201172,28334,5.644785337184978
11.228362083435059,11.23986291885376,11.500835418701172,28518,2.3647746589825447
11.244520902633667,11.260869026184082,16.34812355041504,58394,3.406437311321443
11.269481897354126,11.270294904708862,0.8130073547363281,26392,30.958357771260996
11.270344972610474,11.278156995773315,7.812023162841797,65184,7.95751693828969
11.281913042068481,11.282236099243164,0.3230571746826172,2716,8.017712177121771
11.284126043319702,11.294904947280884,10.77890396118164,6790,0.6007520460075204
11.311423063278198,11.61168909072876,300.2660274505615,8207,0.026066235934848702
11.611926078796387,11.623991966247559,12.065887451171875,16296,1.2880177047107177
11.6367769241333,11.63781189918518,1.0349750518798828,16109,14.843584427551255
11.638036012649536,11.649110078811646,11.074066162109375,8148,0.7016879090595936
11.66817307472229,11.672367095947266,4.194021224975586,70523,16.03615485191291
11.688448905944824,11.690232992172241,1.7840862274169922,53995,28.86275557931311
11.6908540725708,11.692399978637695,1.5459060668945312,33772,20.834053053670573
11.709161043167114,11.710663080215454,1.5020370483398438,43903,27.874920634920635
