,time,src,dst,seq,ack,len,payload,role
0,0.0,192.168.67.64,124.132.136.201,1,1,0,,1
1,0.04924798011779785,124.132.136.201,192.168.67.64,3159630278,2,0,,0
2,0.04929208755493164,192.168.67.64,124.132.136.201,2,3159630279,0,,1
3,0.053002119064331055,192.168.67.64,124.132.136.201,2,3159630279,20,"b'\x13\x00\xf4\x05\x0cp11.mchx.ltd,\xed\x02'",1
4,0.05310797691345215,192.168.67.64,124.132.136.201,22,3159630279,14,b'\r\x00\x0bBarryDoooIT',1
5,0.10250401496887207,124.132.136.201,192.168.67.64,3159630279,36,0,,0
6,0.11707592010498047,124.132.136.201,192.168.67.64,3159630279,36,173,"b'\xab\x01\x01\x00\xa2\x010\x81\x9f0\r\x06\t*\x86H\x86\xf7\r\x01\x01\x01\x05\x00\x03\x81\x8d\x000\x81\x89\x02\x81\x81\x00\xc8|\x98B\x02\xe8\x198\'\xe0GG\x9c""\xb2\xa4yn\xab\xa4\x84\xa2\\\xe1\xd2\xf0\xe7\xad\x89\x17l\x83j\xdd\x87\xba&\xaf\x88X&\xb5\\\xa1QQ\x1ci\x94\xc89\x8e$\xc4.*\x03\xe4@\x8e\x1b\xf7\x9b\xa4\xe9""\x0eYK\x8b\xb5#l\x17(\xf9\xa6\xcbPEl\x1c^\x91W8V\xf8\xae\xd5\xa6\xe22\x1exv2\x86\xfaQ\xdf\x11\xea\x1e\x9eu8\x84\xb1\xeaTc\x93\xa4\xe8\x98\xd7\xa6G\xee\xa7\x8fV\x975\xf6\xf5\xd3\x02\x03\x01\x00\x01\x04z0\xae)'",0
7,0.15773510932922363,192.168.67.64,124.132.136.201,36,3159630452,0,,1
8,0.7090330123901367,192.168.67.64,124.132.136.201,36,3159630452,263,"b""\x85\x02\x01\x80\x01EM=E\xdf/\xacC(\x9a\xc5\x9a\x92\xd4p\xd9O\x99\x89:\x8d\xa1T\x01\n\x14\x08\xd2x\xff\x88\x89XN\xec\xc4<e\xa2\xb0\x88d\x14\x0bw\xf9\xa7\x9c]\xad0[\xec\xeco\x85!\xca=\xb5\xd5\x12OS\xf1\xfa\xce#fL\x94\x81\x97e\x9b\xf7\xb0\x91P\xc0]\xd3t\xe8\x02\xecjE]T\xa8\x0f\xdd,\x9erhh\x03\xc2\xe9%\x86\xbd*5\xd2pKm\x82\x07\xfe<\xee$\x14\x8c\x85#!\xbbn\x92V':\x0f\x80\x01AN&\xf6\xabx\xb1,E\xd7\xa7\xab\xeaW\x0c\xfdX\x0fT\xa9Vs\x9e\xa6\x1aF\xc0{\xd3\xf3\xf0d\xf4*\xbe5\x19\xe8]RBj\xa8\x84\xaeN\xa9\x92\xf5E\x004J \xe8\xdf>v\xef^\xb9\x19\xe2\xe3sD\xfe\xd7\xe9M\xeaU\xc7n\x1c\xdd\x1b6^),\xaf\xf7?\xcfz\x17\xc6\xf4\xde\xc0\xaa\x9b\x809\x0e\xc6\\\x02H\xabs\xa2w\xde5\xd7\xb0\xd5\xda\x80\xb5\xe4y\x12\xec\x110\xbac\xe3fki\x14\xd2^\x86""",1
9,0.7867679595947266,124.132.136.201,192.168.67.64,3159630452,299,0,,0
10,1.4395880699157715,124.132.136.201,192.168.67.64,3159630452,299,4,b'\xc4@|\xbf',0
11,1.4395880699157715,124.132.136.201,192.168.67.64,3159630456,299,31,"b'""z\xf8\x92\xb6\xb0\xa4T\xad\xd1\xd0\xa4\x90\xd3\xa6\xa2a\xb2\xe0\x1b \x01\xb0\x07\x1c\x14m\x81\x08\xdb\x02'",0
12,1.4396278858184814,192.168.67.64,124.132.136.201,299,3159630487,0,,1
