CPU/Percentage,Mem/MB
14.200000000000001,2.3060234069824226
9.4,2.302914428710938
13.3,2.3041007995605476
17.900000000000002,2.3044364929199226
10.4,2.30509262084961
20.2,2.305264282226563
12.3,2.3045089721679695
14.700000000000001,2.3050773620605476
16.900000000000002,2.3031852722167976
14.200000000000001,2.305256652832032
17.1,2.305500793457032
8.9,2.305325317382813
19.400000000000002,2.3054969787597663
19.0,2.3058403015136726
8.9,2.3046424865722663
6.5,2.3046119689941413
11.3,2.304207611083985
9.100000000000001,2.3045776367187507
7.999999999999999,2.2939689636230476
9.8,2.2946212768554695
7.8999999999999995,2.294400024414063
16.1,2.2925880432128913
17.400000000000002,2.292671966552735
13.4,2.292549896240235
10.9,2.2908142089843757
24.8,2.2924049377441413
9.4,2.291470336914063
19.900000000000002,2.2917411804199226
16.400000000000002,2.290680694580079
10.9,2.2902687072753913
5.1,2.2910926818847663
10.8,2.290699768066407
13.700000000000001,2.2908561706542976
10.700000000000001,2.2897689819335945
7.999999999999999,2.290463256835938
10.9,2.2931259155273445
6.5,2.2927482604980476
20.0,2.29294662475586
15.900000000000002,2.291737365722657
6.0,2.292691040039063
14.600000000000001,2.301453399658204
5.1,2.301625061035157
7.0,2.299488830566407
15.700000000000001,2.29966049194336
3.8,2.299141693115235
7.8999999999999995,2.299374389648438
13.700000000000001,2.299031066894532
11.3,2.299374389648438
16.1,2.2993209838867195
8.100000000000001,2.2968070983886726
19.0,2.2969787597656257
4.6,2.2968070983886726
13.3,2.296986389160157
9.9,2.2970703125000007
11.8,2.2966468811035163
11.8,2.2949340820312507
4.6,2.2946937561035163
5.6,2.294918823242188
8.5,2.295044708251954
13.4,2.294697570800782
12.0,2.2949951171875007
6.5,2.294525909423829
7.0,2.294991302490235
9.9,2.2944801330566413
10.4,2.2943656921386726
19.5,2.294953155517579
16.3,2.2946289062500007
12.200000000000001,2.2947242736816413
14.200000000000001,2.2949455261230476
19.0,2.2930038452148445
7.6,2.29325180053711
11.8,2.293091583251954
7.999999999999999,2.2932556152343757
16.6,2.2930229187011726
13.200000000000001,2.29154281616211
15.900000000000002,2.293110656738282
8.8,2.291958618164063
15.100000000000001,2.292080688476563
7.999999999999999,2.29209213256836
16.900000000000002,2.2919052124023445
11.100000000000001,2.2922409057617195
7.0,2.291836547851563
12.8,2.2920692443847663
16.5,2.291157531738282
7.5,2.29087142944336
11.3,2.2939918518066413
7.8999999999999995,2.2941635131835945
16.0,2.2939308166503913
5.6,2.2941635131835945
9.8,2.292996215820313
7.0,2.293183135986329
7.0,2.292794036865235
8.9,2.293183135986329
7.5,2.2931564331054695
11.3,2.2928398132324226
15.200000000000001,2.292794036865235
6.5,2.2927787780761726
23.0,2.2930114746093757
9.4,2.292927551269532
8.9,2.2921073913574226
20.7,2.2929199218750007
7.999999999999999,2.292744445800782
15.0,2.2929542541503913
9.8,2.292145538330079
6.0,2.29197006225586
18.6,2.2923133850097663
9.100000000000001,2.2921379089355476
6.5,2.2924354553222663
18.400000000000002,2.292408752441407
8.4,2.2913063049316413
13.700000000000001,2.2906005859375007
12.8,2.289704132080079
5.1,2.2900627136230476
8.9,2.289997863769532
17.1,2.290005493164063
6.0,2.2902381896972663
5.5,2.2898490905761726
9.4,2.289234924316407
9.9,2.289181518554688
14.4,2.290272521972657
7.0,2.2892387390136726
10.200000000000001,2.288758087158204
12.9,2.289063262939454
6.0,2.288216400146485
13.100000000000001,2.2878234863281257
9.4,2.288227844238282
7.7,2.287850189208985
16.400000000000002,2.2880485534667976
4.1,2.288021850585938
12.8,2.2873657226562507
12.200000000000001,2.2869499206542976
5.2,2.2871826171875007
12.100000000000001,2.2869728088378913
17.5,2.287117767333985
10.4,2.2869079589843757
14.100000000000001,2.287140655517579
4.7,2.286679077148438
15.700000000000001,2.2848976135253913
7.5,2.2849967956542976
8.9,2.28458480834961
5.1,2.2838294982910163
7.5,2.284249114990235
9.100000000000001,2.283051300048829
7.8999999999999995,2.284272003173829
9.4,2.2832153320312507
7.0,2.283783721923829
6.0,2.2837875366210945
8.100000000000001,2.2834899902343757
7.999999999999999,2.2835014343261726
9.4,2.283108520507813
7.3999999999999995,2.2835128784179695
3.0999999999999996,2.283253479003907
4.7,2.2835128784179695
9.0,2.2832687377929695
12.8,2.282929229736329
