CPU/Percentage,Mem/MB
13.3,2.263855743408204

10.700000000000001,2.2647941589355476

10.8,2.264393615722657

15.8,2.2644088745117195

14.200000000000001,2.264218139648438

10.4,2.2640731811523445

14.200000000000001,2.2645500183105476

6.5,2.263447570800782

21.1,2.263752746582032

13.700000000000001,2.2633483886718757

8.5,2.262226867675782

26.7,2.263752746582032

16.0,2.257557678222657

12.3,2.265003967285157

10.3,2.2649581909179695

11.8,2.270760345458985

16.1,2.2658508300781257

11.3,2.26560287475586

13.5,2.2508590698242195

7.5,2.2519042968750007

7.8999999999999995,2.25058822631836

5.1,2.2510421752929695

9.0,2.2508476257324226

8.5,2.2462585449218757

16.0,2.247677612304688

19.0,2.246487426757813

13.600000000000001,2.24692611694336

12.200000000000001,2.239449310302735

26.7,2.241207885742188

25.6,2.240193176269532

15.900000000000002,2.2403800964355476

12.3,2.2407043457031257

13.3,2.240231323242188

19.0,2.2407043457031257

18.900000000000002,2.2399147033691413

15.100000000000001,2.239651489257813

13.100000000000001,2.2398612976074226

8.9,2.23960189819336

7.1,2.2392433166503913

14.600000000000001,2.2386329650878913

18.1,2.2391479492187507

15.600000000000001,2.23825912475586

13.5,2.2379005432128913

15.8,2.238087463378907

13.200000000000001,2.2337501525878913

18.900000000000002,2.23392562866211

11.3,2.2380493164062507

12.600000000000001,2.236725616455079

15.700000000000001,2.229309844970704

26.6,2.2381752014160163

21.900000000000002,2.2354553222656257

25.400000000000002,2.2328613281250007

8.8,2.236702728271485

9.100000000000001,2.2370460510253913

7.8999999999999995,2.231350708007813

17.3,2.235012817382813

20.0,2.2360389709472663

8.9,2.2314308166503913

7.6,2.235962677001954

8.9,2.234261322021485

11.8,2.23386459350586

9.9,2.2286308288574226

23.0,2.2325561523437507

12.600000000000001,2.2327201843261726

12.3,2.2287948608398445

13.3,2.2304428100585945

14.700000000000001,2.230305480957032

22.400000000000002,2.230477142333985

10.5,2.2291687011718757

9.4,2.2295043945312507

7.999999999999999,2.229023742675782

19.8,2.2286193847656257

14.200000000000001,2.228340911865235

10.4,2.228546905517579

14.8,2.2282226562500007

18.1,2.22721176147461

11.8,2.2273719787597663

9.8,2.2273071289062507

29.900000000000002,2.2274024963378913

20.2,2.227536010742188

7.999999999999999,2.227265167236329

20.900000000000002,2.226559448242188

24.8,2.2264030456542976

16.0,2.226559448242188

22.6,2.2262619018554695

9.9,2.226216125488282

14.600000000000001,2.2265060424804695

23.6,2.226258087158204

18.900000000000002,2.2244384765625007

14.700000000000001,2.2245529174804695

21.8,2.2242172241210945

11.200000000000001,2.2240036010742195

23.900000000000002,2.220040130615235

17.6,2.222309875488282

18.0,2.222481536865235

13.9,2.2204025268554695

18.900000000000002,2.22049789428711

20.3,2.2200744628906257

14.600000000000001,2.22049789428711

26.8,2.22049789428711

13.8,2.22049789428711

10.8,2.220242309570313

11.3,2.2188346862792976

16.900000000000002,2.219349670410157

23.400000000000002,2.21952133178711

17.400000000000002,2.21921615600586

15.8,2.2186210632324226

8.9,2.218838500976563

22.7,2.219349670410157

9.4,2.21756820678711

17.7,2.217163848876954

17.7,2.2172058105468757

13.700000000000001,2.2176330566406257

28.1,2.2175529479980476

14.0,2.217640686035157

14.0,2.2173088073730476

35.3,2.2152259826660163

22.400000000000002,2.2176330566406257

26.6,2.221985626220704

21.8,2.2228439331054695

21.400000000000002,2.2232521057128913

13.200000000000001,2.2245834350585945

26.400000000000002,2.223580169677735

11.3,2.2261093139648445

16.6,2.2263038635253913

18.400000000000002,2.2262924194335945

9.600000000000001,2.2262733459472663

17.5,2.225952911376954

24.1,2.2833908081054695

28.0,2.2824333190917976

18.900000000000002,2.281605529785157

29.6,2.281941223144532

11.8,2.283078002929688

12.200000000000001,2.284729766845704

21.3,2.3103759765625007

15.700000000000001,2.3101127624511726

18.900000000000002,2.3103073120117195

14.0,2.309639739990235

5.6,2.3100517272949226

9.4,2.309937286376954

18.5,2.310059356689454

9.8,2.310211944580079

11.3,2.309944915771485

14.700000000000001,2.309933471679688

18.5,2.3098991394042976

12.3,2.3098075866699226

8.9,2.309944915771485

20.3,2.309517669677735

19.900000000000002,2.308541107177735

22.5,2.308888244628907

11.8,2.3085983276367195

16.900000000000002,2.309151458740235

10.200000000000001,2.3081214904785163

8.4,2.30912094116211

6.5,2.309265899658204

18.1,2.308949279785157

14.100000000000001,2.308132934570313

11.8,2.3084762573242195

9.9,2.307034301757813

19.5,2.303231048583985

13.700000000000001,2.302700805664063

18.5,2.3031051635742195

23.400000000000002,2.298207092285157

17.8,2.296498107910157

19.7,2.299832153320313

18.0,2.299557495117188

8.5,2.299855041503907

9.600000000000001,2.2987297058105476

32.0,2.2994926452636726

10.3,2.29984359741211

17.1,2.298126983642579

18.400000000000002,2.2984550476074226

18.5,2.297982025146485

18.1,2.2983329772949226

10.4,2.29807357788086

7.5,2.297970581054688

18.400000000000002,2.2983139038085945

23.2,2.296967315673829

13.600000000000001,2.2976501464843757

16.1,2.2979476928710945

8.8,2.297455596923829

14.8,2.297974395751954

11.5,2.29666976928711

7.5,2.297718811035157

14.200000000000001,2.2961853027343757

11.3,2.296192932128907

29.900000000000002,2.2963302612304695

11.0,2.2954757690429695

15.3,2.2962463378906257

12.3,2.296109008789063

9.3,2.2959754943847663

12.700000000000001,2.296070861816407

10.3,2.294503021240235

7.1,2.2959716796875007

12.700000000000001,2.2959220886230476

18.0,2.2957923889160163

16.1,2.2945678710937507

17.6,2.2942436218261726

7.6,2.294613647460938

10.8,2.2947013854980476

14.700000000000001,2.294453430175782

7.0,2.2947547912597663

8.4,2.2944152832031257

25.3,2.294522094726563

9.8,2.2945602416992195

6.5,2.294338989257813

6.0,2.2946823120117195

12.700000000000001,2.2930458068847663

7.8999999999999995,2.294678497314454

13.9,2.2946517944335945

14.600000000000001,2.2943351745605476

10.4,2.291756439208985

13.700000000000001,2.29129867553711

9.5,2.291554260253907

8.600000000000001,2.2912338256835945

8.4,2.29129867553711

20.7,2.2914779663085945

11.3,2.2911117553710945

7.0,2.291470336914063

13.600000000000001,2.2913368225097663

14.100000000000001,2.291127014160157

17.900000000000002,2.291470336914063

13.5,2.290608215332032

18.6,2.2912719726562507

7.8999999999999995,2.2913864135742195

14.4,2.29105453491211

12.3,2.291310119628907

18.5,2.2909667968750007

23.6,2.290802764892579

10.5,2.2908676147460945

17.400000000000002,2.2907341003417976

9.4,2.2909057617187507

7.0,2.2905624389648445

19.5,2.290962982177735

