,time,ingress,egress
0,0.1,0.0,141.0
1,0.2,0.0,151.0
2,0.30000000000000004,0.0,357.0
3,0.4,0.0,127.0
4,0.5,0.0,194.0
5,0.6,0.0,89.0
6,0.7,0.0,135.0
7,0.7999999999999999,24.0,119.0
8,0.8999999999999999,72.0,97.0
9,0.9999999999999999,56.0,601.0
10,1.0999999999999999,56.0,215.0
11,1.2,56.0,335.0
12,1.3,56.0,201.0
13,1.4000000000000001,56.0,128.0
14,1.5000000000000002,56.0,123.0
15,1.6000000000000003,56.0,168.0
16,1.7000000000000004,56.0,180.0
17,1.8000000000000005,56.0,148.0
18,1.9000000000000006,72.0,182.0
19,2.0000000000000004,64.0,384.0
20,2.1000000000000005,56.0,230.0
21,2.2000000000000006,56.0,12778.0
22,2.3000000000000007,56.0,31769.0
23,2.400000000000001,56.0,35429.0
24,2.500000000000001,64.0,324.0
25,2.600000000000001,72.0,131.0
26,2.700000000000001,64.0,131.0
27,2.800000000000001,56.0,370.0
28,2.9000000000000012,64.0,179.0
29,3.0000000000000013,56.0,364.0
30,3.1000000000000014,56.0,337.0
31,3.2000000000000015,56.0,185.0
32,3.3000000000000016,64.0,369.0
33,3.4000000000000017,72.0,179.0
34,3.5000000000000018,72.0,193.0
35,3.600000000000002,72.0,332.0
36,3.700000000000002,72.0,195.0
37,3.800000000000002,72.0,374.0
38,3.900000000000002,72.0,173.0
39,4.000000000000002,72.0,208.0
40,4.100000000000001,64.0,361.0
41,4.200000000000001,64.0,189.0
42,4.300000000000001,56.0,439.0
43,4.4,56.0,193.0
44,4.5,56.0,466.0
45,4.6,56.0,623.0
46,4.699999999999999,56.0,301.0
47,4.799999999999999,56.0,477.0
48,4.899999999999999,56.0,153.0
49,4.999999999999998,56.0,306.0
50,5.099999999999998,56.0,678.0
51,5.1999999999999975,56.0,156.0
52,5.299999999999997,56.0,14087.0
53,5.399999999999997,56.0,16933.0
54,5.4999999999999964,56.0,11864.0
55,5.599999999999996,56.0,21037.0
56,5.699999999999996,56.0,18736.0
57,5.799999999999995,56.0,566.0
58,5.899999999999995,64.0,230.0
59,5.999999999999995,72.0,203.0
60,6.099999999999994,72.0,181.0
61,6.199999999999994,64.0,213.0
62,6.299999999999994,56.0,270.0
63,6.399999999999993,56.0,434.0
64,6.499999999999993,56.0,389.0
65,6.5999999999999925,56.0,555.0
66,6.699999999999992,56.0,124.0
67,6.799999999999992,64.0,373.0
68,6.8999999999999915,56.0,491.0
69,6.999999999999991,56.0,156.0
70,7.099999999999991,56.0,492.0
71,7.19999999999999,56.0,6960.0
72,7.29999999999999,56.0,18357.0
73,7.39999999999999,56.0,13522.0
74,7.499999999999989,56.0,18405.0
75,7.599999999999989,56.0,22889.0
76,7.699999999999989,56.0,627.0
77,7.799999999999988,56.0,187.0
78,7.899999999999988,72.0,124.0
79,7.999999999999988,56.0,195.0
80,8.099999999999987,64.0,190.0
81,8.199999999999987,72.0,148.0
82,8.299999999999986,72.0,253.0
83,8.399999999999986,72.0,209.0
84,8.499999999999986,72.0,425.0
85,8.599999999999985,72.0,939.0
86,8.699999999999985,72.0,576.0
87,8.799999999999985,56.0,577.0
88,8.899999999999984,56.0,479.0
89,8.999999999999984,56.0,487.0
90,9.099999999999984,56.0,162.0
91,9.199999999999983,56.0,169.0
92,9.299999999999983,56.0,730.0
93,9.399999999999983,56.0,113.0
94,9.499999999999982,56.0,197.0
95,9.599999999999982,56.0,337.0
96,9.699999999999982,56.0,113.0
97,9.799999999999981,56.0,197.0
98,9.89999999999998,56.0,143.0
99,9.99999999999998,56.0,125.0
100,10.09999999999998,64.0,151.0
101,10.19999999999998,72.0,234.0
102,10.29999999999998,64.0,197.0
103,10.399999999999979,72.0,145.0
104,10.499999999999979,64.0,156.0
105,10.599999999999978,56.0,120.0
106,10.699999999999978,56.0,150.0
107,10.799999999999978,56.0,202.0
108,10.899999999999977,56.0,376.0
109,10.999999999999977,56.0,121.0
110,11.099999999999977,56.0,19744.0
111,11.199999999999976,56.0,14218.0
112,11.299999999999976,56.0,22175.0
113,11.399999999999975,56.0,14897.0
114,11.499999999999975,56.0,7646.0
115,11.599999999999975,56.0,146.0
116,11.699999999999974,64.0,180.0
117,11.799999999999974,72.0,112.0
118,11.899999999999974,72.0,127.0
119,11.999999999999973,72.0,124.0
120,12.099999999999973,72.0,149.0
121,12.199999999999973,72.0,152.0
122,12.299999999999972,64.0,410.0
123,12.399999999999972,64.0,587.0
124,12.499999999999972,56.0,286.0
125,12.599999999999971,56.0,460.0
126,12.69999999999997,56.0,200.0
127,12.79999999999997,56.0,170.0
128,12.89999999999997,56.0,212.0
129,12.99999999999997,56.0,221.0
130,13.09999999999997,72.0,554.0
131,13.199999999999969,72.0,196.0
132,13.299999999999969,72.0,409.0
133,13.399999999999968,64.0,185.0
134,13.499999999999968,72.0,212.0
135,13.599999999999968,64.0,196.0
136,13.699999999999967,64.0,421.0
137,13.799999999999967,56.0,211.0
138,13.899999999999967,56.0,185.0
139,13.999999999999966,56.0,488.0
140,14.099999999999966,72.0,37455.0
141,14.199999999999966,56.0,34824.0
142,14.299999999999965,56.0,8308.0
143,14.399999999999965,64.0,1489.0
144,14.499999999999964,72.0,259.0
145,14.599999999999964,75.0,883.0
146,14.699999999999964,72.0,780.0
147,14.799999999999963,64.0,823.0
148,14.899999999999963,72.0,614.0
149,14.999999999999963,72.0,7907.0
150,15.099999999999962,72.0,20414.0
151,15.199999999999962,72.0,18293.0
152,15.299999999999962,64.0,21595.0
153,15.399999999999961,56.0,9641.0
154,15.499999999999961,56.0,426.0
155,15.59999999999996,56.0,398.0
156,15.69999999999996,56.0,256.0
157,15.79999999999996,56.0,730.0
158,15.89999999999996,56.0,471.0
