,time,ingress,egress
0,0.1,11.0,455.0
1,0.2,0.0,234.0
2,0.30000000000000004,0.0,457.0
3,0.4,0.0,195.0
4,0.5,0.0,223.0
5,0.6,0.0,341.0
6,0.7,0.0,358.0
7,0.7999999999999999,0.0,142.0
8,0.8999999999999999,0.0,470.0
9,0.9999999999999999,28.0,194.0
10,1.0999999999999999,0.0,149.0
11,1.2,0.0,343.0
12,1.3,64.0,178.0
13,1.4000000000000001,64.0,184.0
14,1.5000000000000002,64.0,298.0
15,1.6000000000000003,56.0,135.0
16,1.7000000000000004,56.0,131.0
17,1.8000000000000005,64.0,282.0
18,1.9000000000000006,72.0,412.0
19,2.0000000000000004,72.0,159.0
20,2.1000000000000005,64.0,263.0
21,2.2000000000000006,56.0,17244.0
22,2.3000000000000007,56.0,37864.0
23,2.400000000000001,56.0,28036.0
24,2.500000000000001,56.0,172.0
25,2.600000000000001,64.0,202.0
26,2.700000000000001,64.0,301.0
27,2.800000000000001,72.0,189.0
28,2.9000000000000012,64.0,152.0
29,3.0000000000000013,72.0,317.0
30,3.1000000000000014,72.0,148.0
31,3.2000000000000015,72.0,177.0
32,3.3000000000000016,72.0,571.0
33,3.4000000000000017,72.0,167.0
34,3.5000000000000018,56.0,217.0
35,3.600000000000002,56.0,254.0
36,3.700000000000002,72.0,522.0
37,3.800000000000002,72.0,190.0
38,3.900000000000002,56.0,453.0
39,4.000000000000002,56.0,200.0
40,4.100000000000001,64.0,194.0
41,4.200000000000001,72.0,307.0
42,4.300000000000001,72.0,224.0
43,4.4,72.0,200.0
44,4.5,72.0,548.0
45,4.6,72.0,191.0
46,4.699999999999999,72.0,896.0
47,4.799999999999999,72.0,552.0
48,4.899999999999999,72.0,413.0
49,4.999999999999998,64.0,343.0
50,5.099999999999998,56.0,532.0
51,5.1999999999999975,56.0,311.0
52,5.299999999999997,56.0,311.0
53,5.399999999999997,56.0,310.0
54,5.4999999999999964,56.0,207.0
55,5.599999999999996,56.0,230.0
56,5.699999999999996,56.0,355.0
57,5.799999999999995,64.0,0.0
58,5.899999999999995,72.0,861.0
59,5.999999999999995,72.0,4694.0
60,6.099999999999994,72.0,36460.0
61,6.199999999999994,72.0,36295.0
62,6.299999999999994,72.0,480.0
63,6.399999999999993,72.0,276.0
64,6.499999999999993,72.0,493.0
65,6.5999999999999925,72.0,337.0
66,6.699999999999992,72.0,345.0
67,6.799999999999992,72.0,195.0
68,6.8999999999999915,56.0,790.0
69,6.999999999999991,72.0,118.0
70,7.099999999999991,72.0,263.0
71,7.19999999999999,72.0,721.0
72,7.29999999999999,72.0,228.0
73,7.39999999999999,72.0,212.0
74,7.499999999999989,72.0,419.0
75,7.599999999999989,72.0,594.0
76,7.699999999999989,72.0,249.0
77,7.799999999999988,64.0,468.0
78,7.899999999999988,72.0,168.0
79,7.999999999999988,72.0,476.0
