,time,ingress,egress
0,0.1,0.0,78.0
1,0.2,0.0,0.0
2,0.30000000000000004,0.0,0.0
3,0.4,0.0,0.0
4,0.5,0.0,0.0
5,0.6,0.0,0.0
6,0.7,0.0,0.0
7,0.7999999999999999,0.0,0.0
8,0.8999999999999999,0.0,0.0
9,0.9999999999999999,0.0,70.0
10,1.0999999999999999,90.0,0.0
11,1.2,0.0,78.0
12,1.3,0.0,0.0
13,1.4000000000000001,0.0,0.0
14,1.5000000000000002,0.0,0.0
15,1.6000000000000003,0.0,0.0
16,1.7000000000000004,0.0,89.0
17,1.8000000000000005,0.0,0.0
18,1.9000000000000006,0.0,0.0
19,2.0000000000000004,0.0,0.0
20,2.1000000000000005,0.0,0.0
21,2.2000000000000006,0.0,70.0
22,2.3000000000000007,148.0,0.0
23,2.400000000000001,0.0,0.0
24,2.500000000000001,0.0,78.0
25,2.600000000000001,0.0,0.0
26,2.700000000000001,0.0,0.0
27,2.800000000000001,0.0,0.0
28,2.9000000000000012,0.0,0.0
29,3.0000000000000013,0.0,0.0
30,3.1000000000000014,0.0,0.0
31,3.2000000000000015,0.0,0.0
32,3.3000000000000016,0.0,0.0
33,3.4000000000000017,0.0,0.0
34,3.5000000000000018,90.0,70.0
35,3.600000000000002,0.0,0.0
36,3.700000000000002,0.0,78.0
37,3.800000000000002,0.0,0.0
38,3.900000000000002,0.0,0.0
39,4.000000000000002,0.0,0.0
40,4.100000000000001,0.0,0.0
41,4.200000000000001,0.0,0.0
42,4.300000000000001,0.0,0.0
43,4.4,0.0,0.0
44,4.5,0.0,0.0
45,4.6,0.0,0.0
46,4.699999999999999,90.0,70.0
47,4.799999999999999,0.0,0.0
48,4.899999999999999,0.0,78.0
49,4.999999999999998,0.0,0.0
50,5.099999999999998,0.0,0.0
51,5.1999999999999975,0.0,0.0
52,5.299999999999997,0.0,0.0
53,5.399999999999997,0.0,0.0
54,5.4999999999999964,0.0,0.0
55,5.599999999999996,127.0,0.0
56,5.699999999999996,0.0,7701.0
57,5.799999999999995,210.0,0.0
