,time,estimated_rtt,sample_rtt
0,0.30274486541748047,0.0,52.01101303100586
1,0.6449029445648193,0.0,40.582895278930664
2,1.261322021484375,0.0,90.14606475830078
3,1.3079710006713867,0.0,57.56711959838867
4,1.3973510265350342,0.0,49.92198944091797
5,1.4453048706054688,0.0,49.56197738647461
6,1.5020170211791992,0.0,51.39803886413574
7,1.5471858978271484,0.0,48.332929611206055
8,1.5998249053955078,0.0,52.5050163269043
9,1.6483399868011475,0.0,52.774906158447266
10,1.698462963104248,0.0,53.080081939697266
11,1.748892068862915,0.0,50.13108253479004
12,1.7951500415802002,0.0,41.11003875732422
13,1.8478789329528809,0.0,51.97000503540039
14,1.8889169692993164,0.0,44.05808448791504
15,1.9608910083770752,0.0,62.209129333496094
16,2.0068888664245605,0.0,59.239864349365234
17,2.0616769790649414,0.0,66.15090370178223
18,2.1073179244995117,0.0,56.9150447845459
19,2.1573569774627686,0.0,58.62998962402344
20,2.201848030090332,0.0,54.5041561126709
21,2.2524070739746094,0.0,56.75315856933594
22,2.299022912979126,0.0,48.58589172363281
23,2.3522660732269287,0.0,53.50303649902344
24,2.403799057006836,0.0,56.50019645690918
25,2.4579050540924072,0.0,62.087059020996094
26,2.510896921157837,0.0,66.2088394165039
27,2.556807041168213,0.0,58.12406539916992
28,2.60563588142395,0.0,58.28285217285156
29,2.660496950149536,0.0,64.90302085876465
30,2.7140870094299316,0.0,63.452959060668945
31,2.763880968093872,0.0,65.28711318969727
32,2.8139820098876953,0.0,66.55502319335938
33,2.8633620738983154,0.0,67.68512725830078
34,2.9141199588775635,0.0,63.929080963134766
35,2.969364881515503,0.0,70.59693336486816
36,3.018066883087158,0.0,70.50490379333496
37,3.0705549716949463,0.0,74.51605796813965
38,3.117603063583374,0.0,72.73221015930176
39,3.1650450229644775,0.0,66.26105308532715
40,3.2150208950042725,0.0,67.69585609436035
41,3.2663328647613525,0.0,64.22591209411621
42,3.3173680305480957,0.0,72.04008102416992
43,3.370771884918213,0.0,71.81596755981445
44,3.4165220260620117,0.0,69.25797462463379
45,3.4673678874969482,0.0,71.62690162658691
46,3.5162529945373535,0.0,65.05012512207031
47,3.5976920127868652,0.0,50.35400390625
48,3.684364080429077,0.0,88.26208114624023
49,3.716080904006958,0.0,71.42305374145508
50,3.7604820728302,0.0,61.660051345825195
51,3.81027889251709,0.0,62.94703483581543
52,3.8662519454956055,0.0,64.45789337158203
53,3.9121110439300537,0.0,61.49601936340332
54,3.95658802986145,0.0,57.546138763427734
55,4.001780986785889,0.0,54.44598197937012
56,4.053660869598389,0.0,57.56497383117676
57,4.095430850982666,0.0,44.75998878479004
58,4.147701025009155,0.0,45.706987380981445
59,4.197062015533447,0.0,49.49593544006348
60,4.243905067443848,0.0,41.558027267456055
61,4.289340972900391,0.0,38.8789176940918
62,4.34489107131958,0.0,45.8221435546875
63,4.392518043518066,0.0,45.48311233520508
64,4.444798946380615,0.0,43.26891899108887
65,4.499130010604858,0.0,48.4919548034668
66,4.547762870788574,0.0,48.776865005493164
67,4.5966269969940186,0.0,49.340009689331055
68,4.6506428718566895,0.0,54.81600761413574
