,time,src,dst,seq,ack,len,payload,role
0,0.0,123.57.84.206,192.168.65.66,1,1,130,"b'\x12\xfeP\x00hw""\xde\x8b\x170\xe0]\xc4gq\xba\x9177\x0fi\xf83\xb6\x99\x84\xdb)p\xa1\x90\x81\xa51\xea\xe9%\x8d\xb8?\xb1\x88\xe9!\xf3\xf5\x9bB,s\x07\xf4\x10\xb83,9L\xde\xd5\xcei\xc7\x06\xc9d\x0b\x8f\x8c\xcei\xbbb#\x8aC9\xf6\xa5rP\xfbJL\x01\xd3q\xe1\xa6w~R@\xbc(\x95\xbea\x0e\xe8\r\xf1\xf6c~~Z\xf2\xc6\x13\x06\x12z\x01O\xa5B\xbf\r\xcaH\x8d\x1co\xe0j\xee\x00#'",0
1,0.048384,192.168.65.66,123.57.84.206,1,131,0,,1
2,0.049962,123.57.84.206,192.168.65.66,131,1,103,"b'\xf6NU\x81\xbaD\xd6\x9a\xb1\xbe\xd1""\xa8y}\x08\xe9\xa9qA\xfbj\xd2BU\x10\x96g{\x14\xb1\xb5\xb8\xe7GI\xbe\x1c\xe3Ea#\x805d\x91i\xd6\xc9P\xf6\x88\xaeN\x06\xec\\\x0br\xee\xec\xda_\'\xa8v\x8b-\x90\xe5\xf2\x91\'\xb5o\xab\x00U\xc4\xe7H)\x04\xea\x1d+\xa4\xcfe1sbg\xc1\xcc\xae\xd3D\xe7\r\xcb\x8f!'",0
3,0.095072,192.168.65.66,123.57.84.206,1,234,0,,1
4,0.100264,123.57.84.206,192.168.65.66,234,1,35,b'\xf8\xe4H\xe3\xcal\xc5K\xc2\xaa\x99\x9c\xd3\xe2\x1e\xffn\xff\xea\nq\x02{\x15v\xa7\x94C`\xee{\xa7\xf3\xe2\xe9',0
5,0.140854,192.168.65.66,123.57.84.206,1,269,0,,1
6,0.150112,123.57.84.206,192.168.65.66,269,1,120,b'\xe3\xec\xcf\xf6\xe7\xaa3\x91\x93*\x1d1\x05\xb4\x7f\xef\xaa\xa3\x86\xb8\x8d\xb1\xef\xa3\xe3\xc4\xaa\n\x81;\xb2Yr\xa2\xc4\xe6\xf6\xa4Wv\xf6\x85\x00u\xce\xe540O\x88h\x1f-[\xb8\x8fR?\xc6}\x86\xbe\xce5TS\t\xc1\x92\xf8(\xab\xde\xe6;\t~^/\xbd\x84\xd8\xe4X\xa87\xa3\x1ek$\xb2\xd5]\x1dG+C\x95\t\x8d\t\xb7\xbe\x0ex0\x8ci\xe8\x11\x0e\xae\xdb)\xe5\x02\xbb<\xc4E',0
7,0.20015,123.57.84.206,192.168.65.66,389,1,105,b'\xab\x95\x88\xe6\x9b5TM\x0f\xad<\x00\xb43\xef\x9e\xe6\xfc\xc4\xd4_\xb8\xed[\x0c\xcd\x1d\x9a\xb9Qm\x99\x93i\x1c@\x04>\t\xec\x19PP\xf5\x0fK(;r\xd4/k\xa6\xcau\xae\x94\xa0iR]\xb7\xd3!^\t\x99\xd4 t\x18\xedF\x9fvP\xc7\xcd\xf1y\xbdW\xdb\xb8-}y\xcc[^87\x91\xdf\xb6\x06u\x96\x82\x0c\xa4\x97\xe5\xf2\xd3',0
8,0.200211,192.168.65.66,123.57.84.206,1,494,0,,1
9,0.249924,123.57.84.206,192.168.65.66,494,1,35,b'\x13\xacf\x96\xb8\xd0F/\xef\x18\xf9\xb8\x10T6W\xaa1\x8bl\xa9\x8b\xa1\x9c\xe8\xfeI\xd4\x01\x04\xb1\xea\xf2\xac\xe9',0
10,0.295353,192.168.65.66,123.57.84.206,1,529,0,,1
11,0.299747,123.57.84.206,192.168.65.66,529,1,104,b'a\xb0_\xdc\x1f\xa2\xab\xfcS\x05\x00!\x88\xbf\xca\xa9n_\x00\xb6\xf4\x83L5^8\xd5\xf6|\x16\x12\x03\xffh\x13\x87\x86\xf3!__B\xe3\xa7\xd2r3\xa15\xd3*\xd3A\\?\xc3i\x80S\xbe\x122\xa0\x83>\x8dD\xf2?\xc4\xac\x8f\xd3\xd6\x7f\xdf\xda\xeb/7I\xe2\xaa\x8e\x80U\x84\xd2\\\xb4$}\x1a\xfa\x16\xcd\xc7\xfb\xb5\x05\x97\xad#\xa2',0
12,0.341536,192.168.65.66,123.57.84.206,1,633,0,,1
13,0.34856,123.57.84.206,192.168.65.66,633,1,19,b'v\x0b\xd9i\xca\xccW\xd2S\xe2)\xff\xcc0R\xfei\x8dd',0
14,0.349773,123.57.84.206,192.168.65.66,652,1,105,"b""B'f\xf0\x86X`\xdci\x86\xe9aP\x13<\x88\xec\xa2PA\x83\xe2V\xc1L$\xfdFS\xd5v\xf9\xc6\xad!Fb(\x1d\x97i\x0f=\x02\x1a\x84'q\n]\x89\xb5\xd8\x93\xb6\x15\xb9\x03\x02\x92J\x07\xe3\x1e\x1b\xe0\xa6nJ\xe8\xcf\x077\xce\xca_\x871:\xe4\xb0\x01\xd4>\xfe\xa5\xb3\xc3\xf1b\xaa\xf3\xa10b\xa9\xafM\x03\x83V:\xd3\x88\x1f""",0
15,0.349801,192.168.65.66,123.57.84.206,1,757,0,,1
16,0.400111,123.57.84.206,192.168.65.66,757,1,23,b'\x0cs\xb9\x953\x04\x1e\xb5\r\xffT\xe8\xdeu6\x1c\x87\xe2FR_@\x96',0
17,0.448875,192.168.65.66,123.57.84.206,1,780,0,,1
18,0.449326,123.57.84.206,192.168.65.66,780,1,116,"b'\xde\xec\xb1\xa4\x1a\x82\xdavM\xd7mt\x92\xa6L\xddP\xc8\xe1\x9dbaea~\x83\x80{\xf9\xe0\xbf\x02\x8b\xce\xefm7S\x8c\x0b\x99\xa2\xe5\xfa\x0c\xf5\xc8\xfa\xeb\xab\xc9\n\xb3\xc30\xc5\x89\x1d\xb6c""&\xcce\x19\xb9\x02\xba\x98\x11Q\xe2\xa6\x00\x14\x0e^Bn\xd5x\x1a\x8f,~v\xba5\xbe\xd43\xd8\xe0\xd4\xed\x15\xa5\xcas_\xfe\x1fb\xea\x18\x00\xf9\xa6<\xc7\x9f\x9c\xdea\xb0+'",0
19,0.482016,192.168.65.66,123.57.84.206,1,896,28,b'\x8c\xa8\x80\x8b\x14\x04%\x88\xe6|\xf5\xf2C\r\xa7:\xe6\x11\xf9\xfebR\xc8D;\x8a\xb5f',1
20,0.500023,123.57.84.206,192.168.65.66,896,1,112,"b""\x9fk.\x98\xdc\x04\xd4\xfd\xfc\xc6\x89\x15\xaa!\xb3\xd3\rW&7\xf46d\x95\x0b\x86\\{\xcb\xbe\xb1\xb8\xad\xe0\xd2\x92\tM\xae\xebe3/5v=\xca@\xbc\x80\xb1\xca\x9c\x11<\x97\xbb(u\xca\x01\xa8\xcf3\xd9K\xe6iUf&\xfex\x1e\x10cMK\xf29G\x19\xf8A\xcd\x12'\xde\xa9g\xa4\x7f\xa1\x842\xcc\xee\x13*\x9a\xce\x1c>Oc9\x93ye\xf508""",0
21,0.540551,192.168.65.66,123.57.84.206,29,1008,0,,1
22,0.549948,123.57.84.206,192.168.65.66,1008,29,35,b'1\x95Yg\x1a\xbe\xd4\xac\xb1C\xac\xcd<9\xb9\xa5\x9a\xbe~\xcft\x0e\x18W\xf0OlF\x85g\x8f\x99/\xba\xbc',0
23,0.549948,123.57.84.206,192.168.65.66,1043,29,6,b'd\xb2\xf6vM\x10',0
24,0.550018,192.168.65.66,123.57.84.206,29,1049,0,,1
25,0.601236,123.57.84.206,192.168.65.66,1049,29,109,"b""z\xd6\x87\x16\xd0m\x03\xecLg\xde\x18\xa0\xd3\xb9\x8e%\xbe>\x0bE\xbe\x99\xbbicE\x108'\xa6\xa14\xe0[\xa0\xfc\x86J\xca6\x9c\x17\xe8\x88\x96\x9d\xb0\x0bXT\x86,\xc7g\x04\x98L\xbf\xe6ltw\xa0\xb0)\x1e\x95\\\x0e\xa6\x1c\xdb\x195S\x82\x16\x88\xadV\x96/\xf60\x16\x00\xd0k\xb8\xe9\x83\x1f[\x1e\xb85\r\x8c\xc0R\xf5\xb4\xe5\x15\xb5\x89\xd3>""",0
26,0.648578,192.168.65.66,123.57.84.206,29,1158,0,,1
27,0.651273,123.57.84.206,192.168.65.66,1158,29,55,b'\xf9~l\xee\x9d\x0f\xf9`\xe7\xae9R\x83\x94\xcdV.5$=g\xe1kx\xee\xb5\xac\x92\\\xa7\xd5\xd9\x0f\x90\x13\x85\x9a\xb1\xc3\xa0\xcc\x1d\x0c\xefx\xa5^V\x16_\xf0\x99\xee\xda;',0
28,0.651273,123.57.84.206,192.168.65.66,1213,29,67,"b""8\xabG\xcc\xdb\xad\x93\xca#&\x13\x17\xbf\xd9z6\xc7\xf4\xb3\x84*\xc40p\xe7\x17\xa9\xff\x1a\xab\xcf\xces\x8d\xde'E\x13\x11\xec\xd4\xae\x0b\xda\xce9\xf6\xa9<i`xbOv^\x8ew\xbd!K\xed\xc7\x94O@\x06""",0
29,0.651273,123.57.84.206,192.168.65.66,1280,29,44,"b'B\x85\xd1\xd9\xc5\x97\x87c\xb4\xa0\x7f\xc2l\xf7\xb2y\xd8/\xab\xf5!\xfe\x17\x8b,\xfe\x0eJ\xcdIii\xd8\xac~\x85 \x1d%?/\n\xee\xe5'",0
30,0.651273,123.57.84.206,192.168.65.66,1324,29,6,b'\x15\xdbN\xe8\xe3\xe8',0
