,time,src,dst,seq,ack,len,payload,role
71,1.491356,123.57.84.206,192.168.65.66,4088,232,19,b' b\xee_\xac\x90\xb7\xe7\xee\xbe\xf7k\xbe%\xe9d\x7f\xd6\x97',0
72,1.492311,123.57.84.206,192.168.65.66,4107,232,115,b'\xdf\x07c\xa8\\\xa7\x84\xc3dk\xa2\xc2\x92` \xb4\xda\xe7\x178\xce\x93\xa2\x93\xccGB\xb7H\x98\x04\x8e\xed\x1a\x9f\x83\xe7\x07\xc3\x02\xb8\x89\xd3\xe2\xe9\x8b0Z\xe1\x1d\xb2s\x9f\xeb/c9z\xe5\x17\xe4\xfd>\xa0\x95\xe8\xea\xc6\xcb`\x9a\xea\xb3\x8dhy\xce\xc4OK\x85\xfd\x03GS\xc9)I\x8a\n\x07\x85/\xc9yN\xdc/\xa4d\xbd\xed&\x01\x93\x9d\xb0\x02\xbdT\x9d\x90\xbb\x99\x0e',0
73,1.492351,192.168.65.66,123.57.84.206,260,4222,0,,1
74,1.49961,123.57.84.206,192.168.65.66,4222,260,0,,0
75,1.50436,192.168.65.66,123.57.84.206,260,4222,28,"b"":QB\xbc\xed\r'=\x82\xb8NM\xc5\xfd\xe4\xede,\xdb\xd7\x1b\x88I\xc2M\xb19\xf5""",1
76,1.549545,123.57.84.206,192.168.65.66,4222,288,0,,0
77,1.552818,192.168.65.66,123.57.84.206,288,4222,28,"b""\xaf\x8ckA(v\x11\xae\xd3\xdd\x9d\xdb4\r\xa3rH\x1b\x96'\x08mS\xd1\xa3\x93\xdd\x8b""",1
78,1.592722,123.57.84.206,192.168.65.66,4222,288,135,"b""\xb0\x83\xe4\xf8<\x98\x0bb\x0c9\xffFi\xd4\xc5\xda'\x98\xd5\x854\x9a\x012\x85\xe1SX(\xf5]3\x1bj|\x1a\x00I\xba\x9b\x84y\xc2\x87\x87?\xd6Y\x80\xd1wR{\xd0r\x19\x1d\xf8\xa2\x81\xc6\x0f\r_\x8b\xff>\xed\xbbV.U/D\xfc\xef\x16\xb9|\xe7\xe8\xdd\xef\xb3\x12\xca j\xd2\xd7\xbcW\x9c4\x8b\x81\xd7\xe7\x8f\xa4\x9c\n\x88P \x9dW\x13;\xc4\xa3\xd3Z\xc4\xde\x85\x82!!\xc0\x0fH\xa3a\x0b>\xa4\x93\xf4\xea\x9b\x01b8o""",0
79,1.59635,123.57.84.206,192.168.65.66,4357,316,0,,0
80,1.607204,192.168.65.66,123.57.84.206,316,4357,28,b'\xa9.\xf7\xa1Gw\xe4\x88h|\x04\xce\xa4\x0b\xba\xb7\xfb\xef\x83\xd7\x04\xe2}W\x9e\xb4;U',1
81,1.642418,123.57.84.206,192.168.65.66,4357,316,131,"b'\x89\xe3\xb5\xb3\x88=s3\xff\xf2\xfe\xedB~t\x03\xdeK\x07Ea)\x9c,\x15\xf5T%\xe9J\x7f@\xed\x86[\xb0\xa9\xe8\x1d\xc9v\xeak5e\xeb\x97\x01\xd9\xf0\x91\x14(\xf9\x18\nw@\xa6\xbfS}\x8a""\xff\x9cO\x17\x9cw\xa1\\\xd9\x81\x85\x13\x9e0\xee\x06\xfb8\xadj\xafk\xaa\xf1\x1f\xeeu\x8a\xed\x11\x0b\xd2\xbdu\xee\xbd\x14\xbb4}\x11\x12\xfaMv\xa7\x16\xf9}\x91C\x84,X\xdb[\xf6\xed\x16\xebton:\xa6\x17\x8a'",0
82,1.651193,123.57.84.206,192.168.65.66,4488,344,0,,0
83,1.656344,192.168.65.66,123.57.84.206,344,4488,28,"b""\x10\xd2\x046\x91\x06F_:\xd1\xe0\x82\xbdk'\xbe\xf5\r9\x19/\xff\xf1\x81@\xb7\xb6\x81""",1
84,1.700207,123.57.84.206,192.168.65.66,4488,372,0,,0
85,1.704693,192.168.65.66,123.57.84.206,372,4488,28,b'\xd6$L\xa1\x0c\xbc^\x13N\x06\xca\xa00\x19\x8dZ`\xf5\xc6\x17\x92\xa1\xf4\x97\xc0\xb0\xca0',1
86,1.742371,123.57.84.206,192.168.65.66,4488,372,141,b'\xb7z\xfc\xf3\x8c\xf3\x0b\x1f\xc1\x7f\x81Q\xedNc.\xeb\xe4\x14\xae\xf7u\xfe\xab\x99\xfbi\xb6;5\xd4\x9b\xe1\x11\xd9\x13\xedR_\x8c\xf3\xfd\xedR\xf0@\xea$\xcf\x1e\xf9\xf4\x84\xf4x\xf8wR\xd7Z\x120S\xc1{}\xb9T\xf1\xf9\x8f\x10\xd7\x03BQ\xf1\x8e\xcb\xc5\xd1gH\xd2{\x96\xab\x9d\x08\xc5H\tK9\x83\xbd\x7f~\xbeq\x94>\xea\x95\x10\xfc\xe4\xe2z\x87\xf8yT\xbd\xcd\x87\x06\x9b*\x17\x13\xbar\xc8\xca\x83p\x8c\xe6\xca\xf9\xf0\x83C\xba\x81#y\x8c2h',0
87,1.749689,123.57.84.206,192.168.65.66,4629,400,0,,0
88,1.753412,192.168.65.66,123.57.84.206,400,4629,36,"b""\xd0\xe9\xc1\x85{h\xfc\xec\x07l'n\x04\x99\xd8H\x9d\x10=\xa0\xea\xe6\xdf\xdb\xa2\xdf\x11\xf8\x98\xf1jg\n\xed\xbdr""",1
89,1.792464,123.57.84.206,192.168.65.66,4629,400,115,b'\xfco\x8f\xff\xce0[^\xc6\x1e\x07\x08\x1eN\xc2m\xfe$\xbd\xab\x156\x8a\xd9\x89R\xd8v\x87U\xebHxZm$\xcd\xfd\xcb\x9b\xd5\x04N\xea\x8e\x9a\xe55Bb\xec\xeb\xe0\xed\x0f7{\xa1\x1c\xac\x8b\xb2)#2\xf12!#\xf3l\xc3\xc6\x06\x0c\xb2cQ\xd0\x8eW\xd2\xe5\x18<!W\xf4\x15FV\xa7\x06\xd3\xcb\x14\xb4\x1a\xd6\xbe\xd2IGOmhX\xe0\xe9\x1f\xbf\x12\x9f\xad\xac',0
90,1.792464,123.57.84.206,192.168.65.66,4744,400,26,b'\xf4\xb6\xb4C\rmU\xce*:k\xd6a\x00\xcaK\xa2\xe6\x858\xb1\x19\xd6h\x89\xc7',0
91,1.792535,192.168.65.66,123.57.84.206,436,4770,0,,1
92,1.797096,123.57.84.206,192.168.65.66,4770,436,0,,0
93,1.808051,192.168.65.66,123.57.84.206,436,4770,36,"b""r\x95\x13c\x84\xc5z@\x91b@'\xd6\x9d\xc7\xa8\xa7MZY\x98\xa8\xc2\xbf\xed\xcf\x90\xdbt\x81\xa5\x1c\x8cy\x9a}""",1
